OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,8213,8825,6615,522,1430,4470,4287,6887,5591,2901,5034,6549,7281,9601,1938
-,764,2453,6304,826,7369,7525,3304,6439,7125,8819,6812,3960,1551,5762,1996
+,7534,3905,9907,7007,1153,9768,4208,2062,8607,7007,9675,1473,8226,1066,9854
+,2010,8807,3214,7112,2321,3286,3026,5656,3321,8541,1994,82,5787,9167,1014
+,1984,7251,6640,1524,4342,4902,4484,5190,5062,112,8919,6189,8499,8076,4613
+,4181,4211,2937,2391,6107,6779,2833,3989,7207,764,3410,7629,6832,6066,3628
+,6455,5886,1499,1187,9083,6700,5557,161,286,3706,1091,8234,4712,7791,2548
+,2734,8356,4601,4919,4786,4973,146,8457,9923,7237,1277,1848,5013,8040,4897
+,6321,6366,4500,4198,1646,3027,6206,4854,205,2580,7341,6778,5022,7960,5288
+,137,6816,5960,3972,515,7990,1350,982,5212,4443,8656,932,8693,5349,3552
+,24,9393,341,7104,4408,1930,9665,1151,3679,6837,5633,1158,8583,1354,22
+,1431,3100,2409,5516,2525,7456,3431,2663,755,4265,1642,6244,8404,4434,7258
-,2246,286,7169,8640,1441,9154,4339,5118,7291,1558,176,298,5623,5527,3634
+,6965,7856,8396,4803,3745,1766,5467,9070,48,3345,2736,900,8984,177,72
+,7165,5755,2319,2496,7133,1185,1671,178,8482,3323,3534,496,7708,3293,9294
+,8011,1304,8706,5384,4143,872,9586,8044,7836,5418,1597,9015,4372,6169,1589
+,1010,2664,4647,1362,5030,8679,5074,9323,1455,7967,3895,7934,9331,4919,1975
+,3330,5799,5475,9387,4340,3357,359,61,8816,1436,423,8307,8126,2039,3048
+,2724,2720,3893,193,4637,814,8356,834,8438,8225,5826,3398,930,4623,7639
+,5007,2237,2882,2335,344,2003,3197,4734,6607,442,5699,4000,6950,8648,5474
+,7307,1172,4832,5758,449,317,5245,2547,5517,4407,2745,222,5038,9137,9607
+,3211,3897,1554,3179,7381,4534,4583,540,8639,2099,604,8262,3934,9443,9202
+,8495,7731,2726,6323,5574,8743,2041,2610,7275,995,7945,9981,6921,5994,2080
-,8667,369,8822,3684,1212,4899,4180,1243,4739,9188,1317,4488,9013,7715,8556
+,9637,1911,2133,8997,5937,3177,504,9752,4750,315,6605,7636,5044,4697,6848
+,8230,6028,5222,3674,256,7613,7382,9276,7566,2379,2527,6778,3963,2700,8713
+,8559,6301,5251,1577,1151,5616,6036,8284,2127,5334,434,7647,4484,9707,5744
+,7537,5344,2690,5278,8269,3483,5924,440,4153,7295,3360,5944,8246,4836,693
+,3496,9145,7660,4580,5885,5019,9147,6765,754,7396,3880,1146,522,7256,9475
+,2923,9520,3172,8431,390,6056,3534,195,2968,5546,6405,9863,6400,8356,6264
+,1153,9145,3600,7357,4393,9066,4867,7121,6896,3112,7751,3084,2946,4784,1962
+,6898,9993,7504,9195,1601,688,9608,6558,9997,1993,6643,8199,9578,4381,7544
+,7882,7454,5530,6200,7322,982,1970,8976,2277,1627,4913,6452,2052,3922,4013
+,333,731,4603,8986,671,5019,3320,2472,4164,9098,9951,552,5681,7916,3662
-,9893,4172,2696,3334,436,1338,6813,1271,2331,9756,6677,7956,4253,9557,9612
+,3139,8973,362,459,3351,6888,414,9157,421,1011,757,6624,7405,1916,9734
+,8694,1940,6269,114,2055,2529,6788,5968,1893,721,6162,6994,8603,3724,2221
+,4249,5414,6933,8274,1403,4360,3029,3261,9981,831,1487,5785,2196,990,7880
+,6491,9668,487,8950,2994,6289,7807,1767,7804,4157,6386,8295,4804,7541,1909
+,7379,5800,6559,7815,7180,5566,3282,2955,5066,575,7508,8002,220,1819,769
+,9804,6314,5857,2003,2523,4807,740,343,8293,8334,2713,3746,6074,3385,1021
+,1454,2566,376,9411,691,4554,4177,6967,4518,8973,5388,1268,1768,2776,1224
+,9842,7420,1383,6416,8052,7236,7906,863,7011,2997,2050,465,7668,2378,6060
+,2257,3178,2789,2397,1172,7850,6724,4578,5840,6938,3992,5103,726,7837,5400
+,6280,6156,7677,3257,487,8550,722,6568,1839,7003,1879,2671,5422,9075,3629
-,4832,1942,519,4512,7194,9083,2703,9682,7125,5535,138,1343,5683,5433,4216
+,5284,3861,296,2269,3373,8173,5069,6019,8409,5195,8338,8395,838,1703,392
+,2445,8798,3517,9081,1230,9843,807,2075,9486,30,8656,7483,9405,4109,7429
+,1676,857,1346,7977,5370,2023,1242,9687,752,4406,7973,8125,6163,9158,1913
+,5594,3182,7668,6787,9109,9246,8991,2814,4803,8138,572,5381,1357,1479,8121
+,5516,7974,9173,2095,7521,1830,1358,8268,659,7351,6465,3297,1978,1363,8525
+,6283,7845,7872,3236,8018,8140,5646,9614,8589,1878,3463,6861,6822,2510,95
+,5428,7706,4155,7866,8544,8202,9969,4205,5400,5931,9451,9873,5696,9266,9076
+,5256,5666,6819,2507,4477,3054,9352,7334,7484,1312,1011,2406,3699,378,3669
+,4882,5111,4451,4550,9272,2780,8390,5774,8312,6776,1164,824,6025,4109,8057
+,7115,4258,1210,2199,6278,9809,2589,3602,2027,728,9170,5701,3119,8894,9863
-,7307,1172,4832,5758,449,317,5245,2547,5517,4407,2745,222,5038,9137,9607
+,7199,1135,286,1768,8101,9509,8581,4617,9889,4677,6055,7480,4410,8641,2007
+,4476,4276,9342,3949,5846,5770,5521,5515,4860,5661,232,3223,9070,2564,7884
+,2167,2722,7251,9671,8616,8763,5111,3761,9602,5647,7693,4956,2187,4931,3047
+,3554,5080,4891,5910,5656,7347,7027,1918,4802,224,1623,9654,1631,615,4537
+,7593,5254,5105,1129,4375,9097,3040,9730,8068,5197,9960,9259,1415,8651,8307
+,2906,3465,6602,34,1249,5359,3996,3990,6616,8332,5665,5307,4339,5125,7914
+,5167,35,2617,9293,3390,288,6401,9183,6940,2425,9333,1958,6603,1591,2697
+,6035,4146,7691,7979,7066,9221,8242,7358,8445,3995,7150,2068,1008,291,2734
+,9389,5377,1212,9060,6600,5821,7159,8337,8503,2152,7036,368,7555,5235,5229
+,3275,1702,5572,3343,5999,7276,8008,5310,4108,8010,6700,6158,7426,419,6121
-,4610,3568,457,3739,7712,5828,6884,3600,8284,9988,6141,4907,2774,3867,4910
+,1038,378,1007,7638,1092,6499,5342,9615,4357,6004,7125,3646,2795,5905,9077
+,706,2426,6967,3728,3709,7856,2284,4162,7170,4532,4958,8319,2793,4820,8993
+,516,5627,2161,4569,1980,8032,2998,1363,1597,2994,8910,2291,6293,2049,432
+,1996,9710,8362,6458,8800,3435,8415,8662,2948,1680,8209,7615,9184,1831,4694
+,4544,4475,1202,5421,2932,1596,1111,9357,6847,345,9374,7338,4628,7286,9864
+,7948,2017,7032,8311,4210,7850,9480,569,2805,876,6880,9195,5189,4473,1151
+,6646,3716,4397,8935,4073,8931,4673,6869,6468,7237,8246,8168,9743,7724,2101
+,6680,4233,5082,1093,9410,8273,2825,7099,3176,1964,4066,3799,4495,8350,1740
+,1484,7745,5584,6495,678,655,2197,4414,7250,3575,3032,5992,2536,1603,4549
+,6591,1454,8319,12,6817,7883,9111,9048,7896,882,2417,3164,6797,4212,4109
-,8315,1503,5763,237,6593,464,8440,9206,9645,3303,1325,1574,2723,6019,3354
+,5469,2506,8672,7873,3758,1546,1219,6046,4274,8559,4623,1395,5846,8193,7898
+,6418,5861,5606,2979,6723,1678,90,3334,8650,3649,4575,8594,5408,4689,9504
+,695,5582,5590,9994,2598,177,6899,1385,7546,3249,1280,9343,2811,5162,8061
+,257,5863,3882,9390,8118,8993,9693,825,4512,6305,3474,7764,8777,8079,4534
+,8022,5480,6939,3704,9218,3306,6656,9744,2607,428,4945,7199,9571,6511,5550
+,6187,8810,703,371,8968,1654,8764,4778,4275,9300,2186,9099,3784,3126,5233
+,5194,5837,4225,929,307,8096,1384,8098,4609,5920,9159,5055,2223,5105,9967
+,1260,7736,2255,395,7972,9173,5348,7462,6174,287,9417,163,9601,6245,5814
+,3782,2741,8512,6261,4621,8438,5493,3996,7003,6298,2953,2196,901,9132,7855
+,8469,9382,7418,7275,8650,8440,9824,9607,6915,3210,4975,9431,4817,7050,9990
-,1260,7736,2255,395,7972,9173,5348,7462,6174,287,9417,163,9601,6245,5814
+,7156,3783,9656,1511,653,3762,6863,3000,2492,3586,1525,6221,7223,6287,216
+,3223,2367,6616,5279,1857,8485,139,5080,4619,5361,2162,6915,2106,4451,9491
+,3154,5688,7044,6294,9644,2861,351,1751,2412,9377,6232,2249,5299,6246,6366
+,6047,1864,1098,396,3854,2171,3387,9652,3945,2106,8000,7470,3091,6963,6025
+,787,6781,8222,9038,2962,8939,8481,7355,6522,9286,6264,1955,2353,4040,1795
+,9670,9535,7387,1209,892,9530,4338,2098,2546,3879,143,5306,293,5590,6951
+,7073,7556,8994,1854,266,2495,9890,2099,2075,307,3018,7589,5509,9193,9746
+,6293,3808,5559,3423,8288,6441,3241,1120,4869,1811,3305,5254,8088,6255,1192
+,3895,434,8897,6925,9215,2134,4093,7889,6813,6247,5480,2462,7105,9548,102
+,4526,9272,6661,1685,5297,172,7296,6131,9475,8168,6310,8629,5266,812,8402
-,3883,5342,8964,673,6510,4082,2084,2527,9313,3398,7245,3552,6590,8471,6942
+,7732,2617,5037,3617,2377,4225,2678,1020,6279,9630,7934,371,4420,9706,2320
+,672,3185,4867,8222,2022,9519,3610,6917,9760,4995,6183,6355,2626,8332,1973
+,6452,4097,3435,1281,2778,3815,4204,8482,6606,235,7241,4202,689,2869,8324
+,9596,7529,4201,2455,3634,5310,4247,7339,714,5705,1001,9794,807,9309,7507
+,4286,2546,2040,1618,3023,939,5637,924,8227,8929,5422,116,6728,3726,1926
+,9867,2135,2871,5574,8564,114,6920,1738,1752,3864,9854,9143,4550,5722,1114
+,1858,3579,1555,2441,702,7072,8360,4535,5728,7433,7225,2211,9279,6160,8183
+,5087,3463,4267,6281,9024,2920,9763,2482,2001,536,4465,5262,33,1840,6454
+,5797,1394,5319,5574,4599,9915,5406,1519,770,7950,8634,3646,472,2198,6395
+,5354,4813,2786,804,880,9359,7624,3153,3251,5365,1472,7781,8535,2451,9421
-,8618,9828,2013,9011,3520,1771,5980,4235,1570,2427,318,5752,147,5529,3188
+,6600,2135,6920,6249,3389,1748,6727,7507,7353,4013,6791,734,5525,4943,237
+,4262,705,1667,9540,5230,311,2093,7816,1836,4946,8742,7064,9519,6387,7265
+,5480,599,1766,402,4631,5161,5099,6427,2490,9243,4009,2067,879,3358,6290
+,7706,6149,231,4453,7431,9964,9375,1540,5102,3018,9385,2861,380,8544,6276
+,8194,6207,9422,5316,5673,9946,1535,5134,1562,9936,742,1481,3874,2651,1889
+,8379,2552,7084,7035,6670,8544,496,8174,3809,6206,2498,136,8668,3743,1299
+,5448,4511,6134,1855,2871,3172,9734,2473,5008,6606,5815,5205,4666,9488,9680
+,4081,9421,6537,1478,6593,1817,7960,196,6524,2301,4025,3736,6296,4434,5467
+,9565,5810,1917,3996,8509,9841,597,6367,9588,4404,6625,152,8483,3029,2256
+,1273,2242,4661,699,5994,4287,7742,7861,9999,4378,4780,1586,3309,9418,7099
-,7165,5755,2319,2496,7133,1185,1671,178,8482,3323,3534,496,7708,3293,9294
+,9890,6556,7372,1595,5120,5909,1626,5245,8649,909,2430,3948,9201,4484,4453
+,8272,2988,1423,5654,2484,4155,1120,7886,9934,2735,8261,5920,6002,4278,8854
+,9248,624,7931,6787,5942,8887,6727,899,7100,5516,4840,7398,5530,543,1593
+,3951,6326,4513,1666,9266,9230,7303,7258,8084,4312,7310,7014,453,4509,6277
+,2301,5140,82,1400,5420,3764,1900,7923,3790,8999,834,2693,5850,1299,5964
+,5362,2330,2186,639,9503,6544,7454,3673,4432,6181,591,7400,8195,4871,9732
+,5467,6311,4896,6080,6114,6040,5356,7295,6698,9157,269,3496,2128,2332,3403
+,1686,5750,2930,7776,3429,5560,802,4314,2070,6973,856,2877,7135,6807,6915
+,1481,8875,777,8937,8685,5096,6148,5156,8416,7563,6394,1865,1797,4847,7240
+,5271,3471,1412,9569,3312,447,4745,7742,1881,3140,4782,3632,618,6852,6110
-,3884,2816,6862,4531,6016,6912,9026,8133,7509,7222,4688,3497,8247,5415,1948
+,2458,2654,6246,680,9070,6464,3592,9697,8413,4778,4245,2922,6574,4552,5048
+,6483,9283,6048,2581,6159,5058,8584,8440,7863,9639,4183,807,6656,2813,6960
+,6287,9686,5887,6030,8182,9075,6379,8952,581,9293,8761,5328,5057,98,1085
+,2021,5322,5738,5058,3303,4607,2937,2510,285,6215,3201,7906,9483,9778,5934
+,6021,5458,4292,6073,3278,5391,2168,8700,403,3999,1350,6337,9923,932,4787
+,2578,7611,5631,2353,2417,8831,9552,9210,3183,5368,7738,9951,5921,8438,7380
+,9424,1238,590,4952,4252,9810,6398,1793,5262,1512,3736,2326,5339,6219,7850
+,4800,1133,5569,3200,6014,1461,5537,2365,1109,6872,5355,863,9499,3686,2969
+,7679,8748,9044,6577,3048,8378,8888,2776,3372,1327,869,5730,341,390,7555
+,1197,1808,2035,3333,5043,2200,3615,8868,2394,4900,9579,6451,7620,9904,8255
-,6571,5400,7009,9795,6460,858,7002,1778,3275,3451,7064,5249,1935,8634,8224
+,9895,8007,2293,2406,4905,6411,5461,6915,8517,4458,4199,6548,8559,6461,7460
+,2654,7341,5514,2897,3364,7617,7558,6309,5037,2551,3843,6346,8726,395,5244
+,5396,5604,2250,9889,30,1946,9866,678,5790,6122,5331,5139,1727,2082,6234
+,2308,8511,3544,1042,1072,6456,5650,6035,6157,7782,5313,8868,6710,4851,4959
+,5328,4230,9982,116,4700,1982,6016,1849,9764,9634,6727,7292,7191,3385,8273
+,9944,6145,7871,8822,1272,7770,3628,1575,1621,5836,3757,8275,1276,3563,7750
+,1456,4577,5388,3210,5749,4069,2444,4665,7463,2085,350,422,3379,3961,5164
+,4087,1072,1885,1831,2116,3837,3104,2370,9463,1129,9510,1377,3719,5049,9620
+,9473,7437,9792,9313,1692,2083,9105,8748,646,1971,1460,5798,3029,4129,5871
+,9095,54,7909,1685,40,2658,3834,3151,4134,6372,6065,2812,5968,3810,4336
-,628,9163,8647,4721,4725,1698,8744,3971,8245,5269,7178,4910,3114,9788,3901
+,7462,6385,948,8236,3615,1451,8178,4915,7230,4393,303,6896,8635,9411,7287
+,4070,4314,6110,4373,9271,8679,5833,6168,6348,7496,1573,2991,3370,3253,2568
+,5831,322,6298,3727,8108,4242,3654,3048,7266,3842,3852,7931,6585,3740,4753
+,3319,5693,164,4529,8410,1906,8347,7956,2495,4209,629,1122,8622,5413,795
+,8331,2512,3719,2197,9802,3840,9173,6638,5790,8655,9563,7832,4862,5187,5805
+,9583,8165,213,5966,1587,6052,58,4711,287,8918,9201,4322,3163,6629,9491
+,3651,9348,7314,737,1573,2204,4092,5875,8345,2753,3503,2453,4179,1911,2426
+,3984,7759,1099,557,890,6149,8737,8525,8743,3766,4026,9478,6641,1977,6489
+,2545,1849,4585,6489,5235,9391,5593,1385,1614,4563,4698,2445,553,7968,7708
+,8248,2054,7194,9219,7883,3890,7600,7630,9437,3759,7648,1750,2217,1164,218
-,6494,966,8272,6402,3533,4047,4229,1287,9226,2985,4202,918,6963,3485,442
+,2627,2756,8399,1147,7615,8011,5803,3204,8041,431,382,5064,1189,1874,89
+,293,6662,4616,4060,9077,3259,2553,9166,2825,1464,1779,1077,2425,2261,5788
+,2019,3984,468,9682,7518,5234,4324,6906,5693,5556,7927,7315,8286,8010,8791
+,2861,6482,847,3644,4471,2871,6484,1912,4364,7633,5251,8016,4735,4887,3812
+,650,1860,3876,1057,6810,6457,2284,3882,1094,5699,8918,8395,4515,8517,2532
+,2748,4300,3716,7248,8347,2300,4770,1078,7849,8812,5680,6903,9461,9316,9511
+,2931,7684,6214,7139,3479,7508,5707,1489,9612,6872,1681,5010,6673,9390,7923
+,6326,4341,9479,525,5553,6875,8024,4375,1447,697,8411,2536,421,3316,7377
+,6498,1043,7263,9319,2004,3807,2114,7869,8610,9451,493,7711,8137,2705,3695
+,1855,5499,5424,8494,766,8222,664,6444,5593,7544,8792,4844,3196,59,946
-,5454,2581,3998,5634,4876,607,9376,8549,7270,7423,2366,2863,2313,2359,3813
+,9118,8698,3257,6397,1037,9223,2044,7349,7161,7709,8887,3999,2345,4823,3473
+,6246,2345,3735,1309,8982,7896,4842,1122,6277,1124,9218,3343,8012,1189,8305
+,1419,7737,4119,5461,8225,7170,3055,8432,490,996,2276,6874,1406,4284,822
+,4594,2415,8950,4105,1757,7353,3335,2257,9723,5748,2271,5967,1669,321,8528
+,6699,6412,7861,6801,2987,3759,8131,2022,7517,2343,2063,2978,8036,6680,5180
+,9957,4459,1088,9817,1477,2275,7661,9086,4751,745,6569,5991,4545,8100,937
+,2944,7180,8263,9002,7866,9851,4573,4885,6589,8689,7937,640,8096,5270,3762
+,3044,2309,6218,8574,6294,473,146,429,601,3521,1667,4604,6776,8179,8267
+,8503,950,5477,1326,9566,1344,4620,3189,4837,7921,339,2315,6802,1653,7316
+,3969,8367,7943,857,6015,2456,6185,1120,5266,212,5436,6254,2134,5009,759
-,8364,5713,1713,2368,940,8348,2998,4153,2175,5228,5696,9975,473,3544,954
+,4261,2999,2364,8829,8755,1160,3580,1811,6431,3208,7112,7645,853,3169,2341
+,6279,3938,5985,8921,3942,6886,6833,9783,9893,9458,5147,6452,6806,1485,3529
+,2449,8268,7296,7918,8116,7223,6062,1810,2058,2105,3029,8692,6623,8765,6941
+,8502,6477,4529,984,6702,9988,4267,2531,3603,3864,2893,3462,8379,730,7912
+,3285,8222,6661,137,5361,3677,348,8582,5151,4221,174,4682,2347,5508,7626
+,7565,3984,3381,4271,7004,1102,4126,8199,8579,1033,2461,8262,3536,7776,2022
+,3575,7846,7417,5589,887,3225,6869,4431,2623,308,2411,6680,9673,2155,4372
+,2779,4550,7885,4629,2217,4803,5585,7693,5241,3735,8190,1473,7790,4117,7452
+,4689,7124,7606,9325,4361,6065,5597,4970,6213,359,9246,6046,6714,5563,1617
+,3715,6581,3150,387,6148,8161,4895,4687,6967,9867,3043,603,2118,3554,1196
-,2167,2722,7251,9671,8616,8763,5111,3761,9602,5647,7693,4956,2187,4931,3047
+,9496,2454,9581,9438,5929,2618,1140,4122,6653,3021,3793,336,300,7070,9686
+,5921,4496,2076,1092,9128,1181,1361,8076,58,5668,8583,2100,4773,5674,793
+,4003,9109,816,6196,9779,6584,8155,711,747,4671,9194,156,3906,1690,4962
+,3302,8697,6352,318,5880,3751,410,4928,6749,4668,6351,7468,4939,6621,3329
+,3952,342,8177,1956,1495,4624,8519,257,7721,735,8584,2468,1704,2986,7662
+,4430,8055,5206,7227,7231,3979,8210,1756,7902,1081,7442,1312,951,4618,4572
+,6045,65,319,7137,818,2324,9778,977,9679,2343,2178,9878,7128,2200,7445
+,5513,5299,8913,8586,8035,1905,7890,1498,2904,8872,8113,9699,8708,525,8857
+,6795,2085,6850,4324,3983,4826,6679,9721,4538,3399,3132,6583,7340,5655,4345
+,3475,8744,5268,8097,2857,3118,8041,9676,7013,697,1364,6033,7564,6341,9739
-,2734,8356,4601,4919,4786,4973,146,8457,9923,7237,1277,1848,5013,8040,4897
+,4666,8484,6359,4423,8939,5131,7428,654,6244,5990,5564,6987,1979,6579,2042
+,5644,2685,2292,5165,2430,2580,5602,1054,6059,6200,7379,6844,7833,9318,3723
+,8257,648,4907,1207,5414,6857,2584,8050,3200,9925,3668,1724,5841,5015,2758
+,335,1507,584,6776,5562,94,9473,813,4093,425,20,6477,8511,1214,8464
+,5879,8328,5017,6513,4393,5978,2807,8604,7593,646,6696,7118,4730,6337,1236
+,5211,2087,6590,6404,384,581,548,3072,1230,1337,3339,5301,6465,9930,8260
+,5590,2126,7235,7032,9284,2792,8261,4612,2802,4795,9991,4731,7558,3689,4922
+,2245,3445,3724,6798,5799,6459,4662,8979,995,1221,2985,2456,2578,9569,2071
+,753,6542,8423,72,8007,6864,3556,2397,1200,7980,8970,3761,9728,2715,401
+,4374,5094,8209,5545,4572,5099,5361,4144,6741,9996,6702,6760,5216,9313,3012
-,2449,8268,7296,7918,8116,7223,6062,1810,2058,2105,3029,8692,6623,8765,6941
+,9448,130,9229,5284,6954,2869,5000,7105,4197,2479,3047,935,8314,2835,2376
+,7572,681,7461,2793,9623,4119,6146,6717,1580,2074,3482,9267,8326,7804,2179
+,1270,1557,7221,5301,4289,5778,6939,3806,361,699,1557,7767,1965,1372,5886
+,1534,4631,3755,8424,2327,3820,109,7833,7253,2652,1267,6261,8330,5037,1318
+,3641,8220,1310,6562,5279,3343,4521,4410,23,7051,5523,9785,7618,4127,3932
+,2041,9635,1392,6628,8783,4287,6416,3115,4366,5020,7276,6317,8697,2341,1535
+,8570,6978,7610,6119,3539,7954,8210,9370,1682,6463,7479,1588,8492,2948,9988
+,9451,2970,1006,3388,1521,1087,9821,5989,6788,571,3165,7173,3920,225,973
+,8079,5819,9009,8365,5698,2813,4693,50,8953,7066,1667,2930,654,4929,3370
+,8012,368,4071,2917,9819,8929,9713,6611,2458,3333,9544,1785,5794,204,6324
-,4987,1605,9920,9065,6495,5590,4129,3879,7621,7536,1565,3922,4924,654,3446
+,7046,9917,6290,6906,5412,7405,853,5198,3956,7056,6210,8515,5663,82,7352
+,1437,8135,1711,9321,3260,8015,3451,9036,6122,857,226,8982,5075,2212,4128
+,8186,8314,6320,7078,6810,6129,5999,5178,8016,6926,9976,283,2478,1893,8037
+,8161,6677,4169,2116,6651,6917,6535,6430,6379,1076,8475,7112,8535,2365,8268
+,5094,2464,933,9354,2693,9526,6640,3882,2311,3699,29,1796,5073,9060,4592
+,3605,3231,113,8435,5239,2166,3361,2595,8109,8214,3795,8583,3049,7393,9354
+,4588,126,3865,6732,7812,579,5195,9677,8449,6109,4128,7299,1667,9047,823
+,4801,6581,1312,9028,8728,6695,3139,1161,7622,8173,10,3066,1690,6287,1295
+,2382,326,8479,7335,7241,7700,6066,564,567,8269,3935,4976,6907,939,2624
+,4994,9546,1967,4276,3055,5646,4302,1724,1791,5580,3075,8887,2569,2494,7805
-,3895,434,8897,6925,9215,2134,4093,7889,6813,6247,5480,2462,7105,9548,102
+,4409,9855,1674,3426,7929,8004,1510,5789,7018,8615,979,1580,1769,7149,122
+,973,2079,8701,7872,4667,3925,8817,2458,8736,3609,7349,1397,6381,8717,1544
+,5705,7540,5831,8074,1072,7216,4055,310,5664,3834,3237,1230,7519,3312,764
+,3933,7349,7351,7348,9365,1137,503,8408,9283,4852,5085,2512,27,6275,5182
+,8730,1980,3511,6560,8253,4604,5644,4663,2723,1707,9866,8451,5551,4049,4749
+,4714,556,3727,1540,1771,2778,9254,5498,6531,1915,7054,1022,7469,4183,7225
+,6708,5324,6224,3978,4532,3994,9464,5745,4798,6131,3815,522,1519,3110,3023
+,6102,7465,6958,5108,9813,7570,5777,7288,4099,5807,4253,1812,8507,9093,8680
+,8427,7714,2704,2637,6264,2432,6646,7538,3754,7988,2620,3528,9487,5890,9399
+,5337,985,557,475,2841,7144,863,3009,4742,5454,51,165,4179,1156,6365
-,7278,2503,8550,5498,1298,6534,595,925,9830,5279,5564,6030,4464,2938,2858
+,1097,7791,6000,7002,8598,1325,9611,1157,3540,6704,5675,4887,28,2779,3562
+,6299,6375,9936,1442,4260,3107,5857,9284,1574,7724,894,5670,784,160,3829
+,8344,3635,585,6469,8210,7930,5943,2771,5277,8044,9253,9603,3352,878,8906
+,2353,8026,8631,6799,6076,5536,4004,4559,7729,4274,4602,8720,9718,5810,5059
+,654,6783,2669,4508,7847,1862,3889,4799,8557,8687,6442,672,228,5671,3728
+,8412,7286,8068,3280,3371,1069,2854,7056,8247,9306,2042,8506,941,5260,8987
+,3561,6402,8251,4277,2143,412,260,8779,4314,7520,6418,1064,8390,2203,7059
+,707,403,2048,1130,2163,3960,7874,3886,6580,9842,1268,9095,5777,2730,6473
+,9203,5646,1416,2230,4884,6636,2194,7951,6493,8119,8890,6005,2498,2558,5891
+,7090,6705,7480,1945,8481,6003,5683,2959,7515,4868,6650,3703,5454,4842,6928
-,4920,4121,5036,3618,2875,9268,2448,4954,8367,5305,3204,4469,7602,9238,211
+,4055,5752,3936,339,668,7557,8611,666,8921,7460,4038,5909,1670,7439,2535
+,313,8578,9331,3382,7483,7590,2081,9135,5560,9001,5863,3395,8388,5444,2459
+,9213,3615,1140,9867,7437,3305,9676,4879,6034,8539,1227,2959,229,6526,4706
+,4182,8649,1328,3843,4760,2273,9365,1079,2093,3868,3907,6381,2604,4648,8302
+,3694,1169,5208,8532,2594,7930,955,1098,8757,7229,5060,9911,8502,6417,6823
+,7484,6126,2834,5396,2784,8169,1817,3437,6404,1021,1941,4449,2090,8478,3316
+,4849,8230,1089,6972,2620,953,9018,6123,9413,3927,9407,8076,659,7892,9593
+,8687,7410,490,4069,4614,6828,9665,7126,1,85,1461,6334,9274,8652,2539
+,1134,2015,8252,3898,8653,3087,1624,3856,3950,3683,3063,4882,7062,3195,23
+,771,6426,8004,7669,5209,7773,8123,2877,8701,5169,1840,6175,8861,1960,4990
-,137,6816,5960,3972,515,7990,1350,982,5212,4443,8656,932,8693,5349,3552
+,7093,2174,7978,8099,6459,7539,2143,3219,8522,9136,1705,1962,7171,1129,7365
+,3135,8608,3564,5660,395,4842,924,9825,385,4833,5724,368,3319,5228,9862
+,1531,3059,7800,2913,7424,4107,4018,9070,6460,9697,6390,7382,7015,9905,3460
+,9631,8817,8398,5894,8925,5643,6369,8208,1061,7202,2265,3646,2918,6599,4733
+,431,4127,9630,7260,1102,8340,2026,5849,2188,8849,5085,2184,2417,9251,9981
+,1159,3970,9264,9877,2213,7133,5301,4560,5841,5342,5996,8397,2050,2448,965
+,4470,3881,7415,823,5455,7723,299,9968,2322,2951,7827,3421,8637,5574,1219
+,8581,7444,85,4903,9138,5005,3069,5757,2704,6423,7560,5367,8113,2517,7210
+,2225,7696,1469,195,9101,9299,3062,7674,6402,6869,3388,7456,7680,6468,1948
+,9866,5870,2436,7043,1927,5008,3110,4166,3607,8446,7196,7517,9681,5600,8415
-,4842,2585,2887,2430,5617,2680,5976,1994,4604,1719,5525,5391,8948,8751,3124
+,6068,6467,4792,5646,7463,4472,6929,3704,7560,2648,3209,1056,3461,1985,5551
+,952,4936,1115,2851,2281,7096,3659,4583,6907,8644,3956,5936,8132,5317,1508
+,931,9243,6406,235,8532,998,7092,4675,1408,6130,7443,5265,8685,2370,3777
