OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
-,6973,13715,6162,2271,9089,10105,4803,7680,4855,1766,5465,6944,9049,14373,12692
+,3040,10900,1863,8389,9111,5628,1789,6732,6567,3584,10291,2880,7573,14200,1142
+,4963,12142,11631,1932,8753,3111,12440,7270,2109,4746,2321,12221,4933,2801,1082
-,9440,8513,2343,5488,14608,309,25,10395,1892,7819,13778,5293,7677,2911,1027
+,3531,7683,3505,14620,13906,8624,13672,9584,3301,13380,12676,3331,12572,12141,14097
+,332,5260,5567,4898,800,6497,8905,11712,1976,12835,393,7426,12312,6507,3911
-,8739,7490,11621,2085,13154,13244,2251,12344,1171,2314,6654,12745,10811,1394,11453
+,1852,10994,1623,8183,3282,14696,11108,10940,14725,5489,2349,10670,11471,79,1083
+,13493,14286,11500,10636,4950,9082,1585,3935,5438,1335,6329,11688,14364,3040,335
-,13574,4886,14901,10309,1756,3010,9718,14569,13079,5904,7366,7161,12389,14549,4990
+,14955,4539,8221,7853,8184,12553,7786,8860,6463,6384,14471,6186,6344,8979,9740
+,2384,10689,6339,1763,7622,2550,3239,14977,6445,11186,4884,4380,532,14314,9216
-,6299,7482,14884,8406,12664,3290,6309,3248,11502,14252,8974,12227,3758,6241,11596
+,13396,14616,815,11816,3894,13023,6309,12865,993,5197,12620,921,3400,12747,6106
+,11687,10724,14896,13788,1732,12022,14156,13291,2505,13160,9852,8772,14047,10294,14390
-,4632,8503,11883,6273,14662,11019,14405,400,2709,5176,10499,2705,544,8417,3009
+,7233,8894,8251,5352,3034,5433,6240,2852,5248,6550,14319,11980,11306,5183,600
+,9393,7033,11630,14597,3825,13760,10255,1030,3391,3279,2750,3767,170,2672,10951
-,7386,12684,194,1124,7060,5275,1383,10475,9940,6989,2302,3489,7714,6107,13316
+,8294,11663,8290,3850,14757,4056,13230,14980,14100,334,4832,5935,12165,9654,12236
+,14178,11363,5870,11101,7484,14859,8067,3296,13715,11063,13465,9220,9034,13270,12607
-,2900,10846,10027,8915,18,9804,11895,11960,11182,4316,6142,11480,3169,13296,8947
+,11608,9765,10304,2795,10419,4158,1040,11348,4626,9172,11054,5476,3693,14104,8281
+,6196,344,82,3318,13611,12021,2907,7130,13019,4402,7413,4758,387,495,14696
-,1231,668,13527,5216,1512,9912,666,12989,1057,12609,2814,4548,4566,14083,4784
+,10172,12857,867,6722,942,13035,472,8498,1612,5122,9650,8911,7307,8760,756
+,1199,7491,11952,6875,9453,13635,9546,2384,10998,6708,11285,8553,2908,5507,13765
-,332,5260,5567,4898,800,6497,8905,11712,1976,12835,393,7426,12312,6507,3911
+,3039,9377,13157,2488,4432,11983,5426,4647,2962,1735,6940,10287,3203,3942,4685
+,270,2887,13194,2971,13923,228,7521,14141,11947,2119,6138,2255,5182,1620,7125
-,3039,9377,13157,2488,4432,11983,5426,4647,2962,1735,6940,10287,3203,3942,4685
+,6914,9933,11213,12986,1210,8350,14699,7895,8779,6050,14090,10201,11236,12441,842
+,12138,5040,10654,8737,9199,8368,8747,5881,10482,9984,5189,2534,13996,4794,8706
-,8725,6244,1503,8898,4325,4015,7650,12827,7391,2450,5535,9409,8306,8189,7830
+,585,2409,10748,4659,7196,3703,2590,13156,3879,6469,3662,14662,2912,14060,14409
+,14548,5459,9227,12303,9891,12520,13968,7816,1697,8009,9625,8918,4160,7676,10115
-,13493,14286,11500,10636,4950,9082,1585,3935,5438,1335,6329,11688,14364,3040,335
+,720,10679,3373,11680,4078,7868,2328,8418,3426,4098,14242,14378,13343,6517,7594
+,2689,5290,12782,9935,13721,8356,3098,8359,3098,11817,13596,13597,2717,2773,1047
-,6178,7576,6556,1833,8115,6460,12862,9055,10861,13323,8299,5018,7091,4381,8494
+,4119,11517,14918,7673,9334,10356,4930,339,14204,3596,1969,10096,7378,9225,5872
+,9016,13990,27,12886,2809,13502,13115,2820,11188,11787,1861,4126,8269,6314,12004
-,4512,15,14132,14067,10915,1879,8797,12318,8594,3228,2505,2518,9638,3026,7682
+,14600,12935,5904,13564,12949,12134,13920,13528,5519,9682,10057,5847,4977,12053,9777
+,8600,7747,3234,6376,10620,3369,14501,7797,2471,8296,11226,3287,14057,13458,11457
-,3013,4642,292,12175,123,14733,11610,11247,9469,8493,13607,5255,8025,1382,2828
+,1545,12112,2269,3215,587,12579,1338,619,10223,14149,8630,1819,6586,7516,5272
+,1206,6595,14655,8698,2435,6760,13728,2217,8960,6240,13965,4320,11931,4976,3395
-,561,13641,4000,6862,6306,14370,12245,9249,11132,6481,1021,5784,7226,10858,10623
+,9876,148,8589,9802,12549,2746,8807,6827,10985,1917,5011,13850,14974,2896,4664
+,6247,9240,4835,5718,8346,6506,10621,10719,4075,13988,6612,5050,13572,12987,8464
-,3531,7683,3505,14620,13906,8624,13672,9584,3301,13380,12676,3331,12572,12141,14097
+,5004,6891,6820,10495,8078,9350,6296,736,14728,11694,13681,12094,14100,3398,3742
+,12817,1429,12794,10123,6728,11402,10167,177,24,12401,6539,5588,8621,7195,10789
-,11195,5797,889,6568,11729,5827,8539,1083,329,10837,793,1518,6720,4392,2233
+,4677,5475,12521,6245,13361,8673,14410,9551,13492,946,2320,14963,11463,10844,13567
+,6953,6399,5464,13689,6812,7208,13743,12692,1209,9656,2889,12563,12642,13499,14847
-,720,10679,3373,11680,4078,7868,2328,8418,3426,4098,14242,14378,13343,6517,7594
+,7624,8649,7857,4002,5644,1280,7268,3158,11673,5636,11818,3696,11930,8966,10461
+,2195,3249,3608,14749,1482,7850,4719,5119,14911,1873,2586,2649,7516,9041,4583
-,7280,2579,3701,13926,7491,4088,8687,8564,1552,4425,463,7639,14866,4535,13765
+,2572,1010,1383,6173,3908,1254,5908,9467,2494,9971,193,6934,6807,11696,1547
+,3043,14075,16,10631,8402,6575,3859,6550,8163,11378,4684,8818,5474,12554,7347
-,8294,11663,8290,3850,14757,4056,13230,14980,14100,334,4832,5935,12165,9654,12236
+,6865,9235,3194,9338,11887,6793,4930,2620,13751,9006,3503,1934,9318,11835,3541
+,931,6995,1178,13533,10700,13099,463,6302,9339,2465,860,13551,10148,3782,9325
-,9287,9872,9095,12900,237,4830,11548,7923,10557,6792,3029,5238,13987,8659,2369
+,4834,677,8272,5705,1130,8563,14542,197,12511,6701,13332,7204,2135,12826,7541
+,9656,2296,12591,3034,8113,12007,10578,1576,9242,9867,12534,8100,5352,2954,5087
-,11582,10479,4228,13204,7867,4237,4194,5765,8176,2628,607,1633,5728,3919,8718
+,1015,1423,7840,2472,2794,13173,11869,8757,9859,5512,10884,10012,13583,7571,253
+,5399,13021,5143,12733,10885,10464,14125,5278,7846,4543,717,1772,13167,1588,10808
-,9016,13990,27,12886,2809,13502,13115,2820,11188,11787,1861,4126,8269,6314,12004
+,10099,8278,9060,1316,872,5966,7042,9959,14659,9164,2402,2973,12630,12736,9619
+,6653,5503,4101,12591,9113,2315,2099,13566,6024,1833,1563,6333,1525,12462,7920
-,931,6995,1178,13533,10700,13099,463,6302,9339,2465,860,13551,10148,3782,9325
+,9289,866,3911,6490,4930,9549,6128,6475,13408,10709,6518,11630,1498,12458,14
+,11626,6220,11774,6406,12381,9401,7988,3092,11728,4049,13688,12140,11035,12686,9852
-,6744,6293,12007,5282,11847,1849,13031,7414,14589,12644,7631,7531,6911,3587,2662
+,13558,6799,930,12842,8673,1235,12758,2786,8812,10191,89,12895,13466,1095,2626
+,9977,4599,1715,8046,1667,8876,3,913,209,4555,6985,13425,12506,13220,6348
-,3040,10900,1863,8389,9111,5628,1789,6732,6567,3584,10291,2880,7573,14200,1142
+,7533,12251,8794,10891,12975,5417,10816,8612,7487,5234,12345,11780,5060,10796,14023
+,14871,332,9950,5932,8266,2386,12024,9408,8313,8858,14271,8063,12159,1205,13669
-,13121,10325,10783,12979,1093,1885,12978,6591,7868,10177,12207,8691,8560,8350,9481
+,5064,11725,7978,9295,5,8872,14586,4530,1626,14911,5691,1189,12331,8578,4628
+,12711,3194,10844,1622,14394,8463,6433,5876,9957,4364,575,6832,4062,12355,9142
-,1206,6595,14655,8698,2435,6760,13728,2217,8960,6240,13965,4320,11931,4976,3395
+,13590,5457,12224,7832,1759,2853,11950,414,2264,7334,13687,4205,893,2968,12763
+,18,8200,14019,9840,611,10253,2215,14339,3612,8544,5080,10992,7259,6180,2904
-,555,13125,6702,7967,5416,9171,9762,13518,10874,7488,13138,1194,1824,641,10158
+,10364,8589,12614,3743,2638,439,7045,8304,541,13516,12595,10481,8592,14074,6555
+,8471,3152,9085,2331,10298,9691,10970,1221,11428,2711,9730,7712,13059,3924,11606
-,4997,6643,11207,14622,10558,10386,10249,3598,14141,4650,12321,5593,6105,3074,12274
+,224,2424,13353,4256,3744,5383,14141,2496,10790,5416,8686,6407,14925,150,10929
+,14024,6837,3910,13527,2408,9132,3167,12182,2362,14032,12142,8010,11221,2191,5390
-,12641,12239,680,11533,10551,2377,9796,10739,3742,1477,677,6890,5080,9341,2234
+,3895,1161,6132,7489,10171,5562,7038,11189,13897,14208,11666,12142,9879,1521,11413
+,10350,12420,12042,9374,11504,2124,9274,224,1738,11363,6847,3567,9642,1266,2231
-,13047,7370,6682,7590,1976,2039,14194,2477,212,2155,3689,12056,7339,4128,12149
+,6503,14161,10468,11093,10372,1428,798,1161,3689,7922,3236,3319,13302,1558,7527
+,1246,13517,1560,5653,5003,11038,5434,13276,7548,817,9314,9002,12746,14785,714
-,13774,8095,7893,4781,14914,7379,8380,13182,10455,3097,14516,14738,3225,4141,4822
+,2542,2635,1476,4254,9707,3497,8974,1176,12986,4483,10672,12230,10174,14868,2932
+,13243,11420,13884,6480,5096,11988,4914,12746,12684,1853,11287,8469,8793,13673,13570
-,4642,9224,2916,13680,13814,5048,14546,12768,4986,12462,2562,7929,8342,11062,148
+,9586,14524,12492,5008,9878,10024,1619,10007,6969,723,8760,8961,13062,11590,12974
+,329,6111,11865,11485,10078,10987,1161,1018,14370,5059,267,4833,2554,6711,1413
-,10357,9245,2569,11905,2197,7176,6702,1887,6539,10671,10625,6145,1295,151,772
+,127,864,10576,5084,3279,7938,4985,14775,4537,12325,9465,13452,496,4994,12827
+,1089,14614,2464,12369,1687,3055,7681,13810,1364,8575,643,8992,11337,5407,1386
-,8896,3957,11967,8469,7067,2197,5141,14474,6846,5541,3683,13679,2100,6043,7414
+,4123,10913,13461,8606,4554,2861,11567,10343,13575,13606,9978,5267,11558,8814,4766
+,13201,13380,11317,14954,3385,14026,2289,8016,5346,10955,2490,9773,12842,4412,4739
-,4963,12142,11631,1932,8753,3111,12440,7270,2109,4746,2321,12221,4933,2801,1082
+,8810,8724,10196,14997,11431,13806,7437,13388,13816,3057,2007,10190,8482,11900,13300
+,14606,10233,3792,14023,788,13154,10795,3900,9883,4218,3968,10464,3737,7092,10658
-,7462,7538,489,14461,3910,12229,2974,6440,513,3725,13984,8398,12882,10678,6718
+,12171,3003,12210,8393,260,6112,10859,5664,3851,7756,4916,2526,9194,3447,9997
+,7307,10707,3678,5881,1717,14250,278,11175,1133,4947,9930,10466,3145,4762,4776
-,329,6111,11865,11485,10078,10987,1161,1018,14370,5059,267,4833,2554,6711,1413
+,8013,6586,5342,5961,11018,13100,14598,8108,2872,14658,1534,14827,5197,9969,6775
+,14886,1725,9010,1620,3996,13953,161,9725,3697,13448,7355,14316,6880,7987,10890
-,11608,9765,10304,2795,10419,4158,1040,11348,4626,9172,11054,5476,3693,14104,8281
+,6098,12366,5691,2178,14431,7381,6521,11565,5408,14725,9999,8462,2328,8865,6761
+,260,8784,4026,13204,14126,1346,10913,6071,7222,14207,7117,7347,11123,7280,9389
-,6247,9240,4835,5718,8346,6506,10621,10719,4075,13988,6612,5050,13572,12987,8464
+,13183,7624,8707,3085,11026,3426,5000,9631,6267,1225,7989,12536,2822,8414,8419
+,13979,11532,1845,3128,2601,9722,11809,13411,3179,13588,13469,2192,12717,3449,700
-,224,2424,13353,4256,3744,5383,14141,2496,10790,5416,8686,6407,14925,150,10929
+,10668,1996,3889,5948,1680,13564,7966,2446,5940,11356,6757,10431,4047,4173,728
+,13580,5311,502,14339,7607,5743,13433,5343,12281,9277,12123,4337,5509,11525,13949
-,1982,11166,8230,13405,11977,3043,9617,8682,8937,12272,13855,10733,7939,5639,2811
+,672,14545,7602,12700,13601,13416,5590,1463,14820,6691,545,13927,6159,9003,7681
+,697,13078,14304,8729,7367,2108,8461,1504,13745,7521,14215,2074,3785,3550,2009
-,13559,3878,3700,14013,5481,10322,14636,3971,75,7317,12998,13376,3890,11295,1962
+,8968,663,570,13910,9493,10740,5952,8497,7901,4780,14422,2620,5073,4381,4956
+,531,9804,7510,3677,3326,14352,4880,2412,938,4570,3174,14929,13566,7148,14190
-,8262,4727,11640,10508,5357,10637,9119,10619,14736,8611,14782,6333,3747,5045,7141
+,340,6448,6209,541,8779,8956,3657,3186,8024,12903,11938,14285,530,14936,9093
+,3414,2992,1340,3668,11719,7110,11264,2947,3869,4450,13344,4979,63,8759,3663
-,10616,6885,463,13226,3679,12776,14706,1837,8897,12183,776,8535,13545,7928,696
+,14407,10976,2185,3845,13678,14090,8880,4888,2499,4134,13501,14131,2998,7615,9947
+,7601,7093,4628,10889,11611,9263,9773,8870,10470,687,12509,3824,14597,12255,5060
-,9254,2499,9965,66,7989,9879,11455,7187,12712,11784,9141,7692,683,10250,4511
+,5965,89,2175,7849,11509,9649,4051,8569,9286,12183,10559,6481,11258,7327,6288
+,1358,6967,9917,10997,519,5490,3976,9233,4106,3591,13541,2649,6921,13565,10482
-,7601,7093,4628,10889,11611,9263,9773,8870,10470,687,12509,3824,14597,12255,5060
+,138,4397,655,2782,3333,5700,7308,13535,5665,14895,11167,11141,4880,12248,6596
+,5648,2222,11679,8281,754,5179,4097,5981,13192,6972,7473,5070,10861,900,7654
-,8601,4106,2770,6975,9154,12856,11287,12995,919,10579,4153,13699,13032,8224,5085
+,2296,839,3063,24,2444,12117,12035,1666,670,11769,5766,928,1735,13790,9014
+,6894,7167,7995,11502,4408,1945,6650,4089,2146,6284,668,12971,13020,4417,2027
-,266,1780,12237,792,9685,12952,4831,10756,6218,13088,11936,2019,14462,14608,7308
+,7453,6799,10021,1015,14492,4062,6731,9789,13724,5322,4812,12989,9984,8846,10390
+,3839,5532,959,2751,1735,3697,7048,2857,12343,3787,1583,2257,10529,12296,9108
-,4753,11184,6561,6648,663,3456,7588,14271,13701,5180,1959,5172,7520,6671,10487
+,3571,2854,10879,2792,9996,8823,11866,4256,10179,5323,12409,4437,3132,5457,8156
+,5617,1477,3319,10187,362,4213,8285,6087,6958,5440,10970,6410,12393,8325,6628
-,10657,2989,7470,14175,6139,1647,10916,11427,7364,11368,8674,11856,13728,756,3507
+,13776,6776,2363,5955,5081,629,10290,2968,794,9187,8077,6537,3264,3215,12986
+,13107,4450,7985,3217,4465,8511,10592,3070,6725,814,12904,11008,2518,6772,2703
-,5648,2222,11679,8281,754,5179,4097,5981,13192,6972,7473,5070,10861,900,7654
+,3526,7373,6078,1719,3935,8294,13728,1909,7829,12176,6764,12622,2010,12073,2489
+,10882,10106,10849,9036,1593,4528,10814,7773,1640,8436,3501,11305,11499,8324,6593
-,13776,6776,2363,5955,5081,629,10290,2968,794,9187,8077,6537,3264,3215,12986
+,5268,14026,12916,13798,5603,233,13544,12168,3713,8141,7609,5787,13628,4104,14855
+,14689,6779,8468,57,11604,7691,6148,1377,12969,13941,7229,2325,9760,394,11412
-,585,2409,10748,4659,7196,3703,2590,13156,3879,6469,3662,14662,2912,14060,14409
+,10238,9355,13761,10133,11589,2168,14538,7873,3427,11889,9611,9780,9965,8050,14168
+,1426,11387,974,4522,5947,11449,1886,10759,11221,1463,1439,760,6338,8190,5367
-,14600,12935,5904,13564,12949,12134,13920,13528,5519,9682,10057,5847,4977,12053,9777
+,2784,7490,8355,8536,7481,8715,7167,8456,4971,14126,3181,951,14377,9054,13180
+,847,11035,7253,5345,11767,2714,1226,1665,7125,13250,4728,5932,10368,1772,13607
-,14689,6779,8468,57,11604,7691,6148,1377,12969,13941,7229,2325,9760,394,11412
+,4182,3467,3624,916,1338,540,5968,8859,14299,5886,5073,8149,10503,11741,5555
+,7861,7767,893,13732,705,13793,9079,9731,14010,9895,11769,10394,2147,458,2086
-,176,656,1559,9703,6235,3595,13767,11258,11474,4616,1853,667,4222,430,2460
+,12433,4789,3691,9978,13440,7037,7222,8348,9885,13253,1461,4502,12062,9528,13320
+,963,7546,498,6843,13731,6020,5273,1901,8369,4876,12318,6009,9299,11452,6871
-,13243,11420,13884,6480,5096,11988,4914,12746,12684,1853,11287,8469,8793,13673,13570
+,10481,756,9274,2322,14501,13271,7741,2850,10707,6790,14101,4988,538,13783,5960
+,14905,3648,7170,9598,5824,10862,11283,1441,14281,8010,10853,9024,10222,14569,13316
-,8600,7747,3234,6376,10620,3369,14501,7797,2471,8296,11226,3287,14057,13458,11457
+,4025,7361,6895,2648,5219,4793,6174,11614,14391,13290,4522,13695,10220,14458,11027
+,10964,9692,12610,7459,6575,326,925,8812,11610,13052,5932,3047,5297,2690,8637
-,9876,148,8589,9802,12549,2746,8807,6827,10985,1917,5011,13850,14974,2896,4664
+,749,11936,10068,7982,6092,12099,5090,12604,567,3462,8858,2780,13495,8094,7496
+,7234,9559,13788,2181,9533,338,1030,5326,2302,9249,9459,11032,8020,9933,13033
-,5064,11725,7978,9295,5,8872,14586,4530,1626,14911,5691,1189,12331,8578,4628
+,9599,11937,4628,7386,345,8125,9264,9334,10981,10403,8549,2738,9538,1282,1998
+,7702,14074,10236,13935,9514,9333,10737,2460,11172,10622,14031,2405,12535,2471,1455
-,531,9804,7510,3677,3326,14352,4880,2412,938,4570,3174,14929,13566,7148,14190
+,10889,11262,9653,14999,6374,7339,2427,9477,5302,9007,11574,6735,13901,2314,2503
+,8947,5366,101,10153,9380,8230,685,11186,12688,2573,13623,10741,4468,12220,7877
-,3425,3753,12464,11176,7777,2314,11793,2266,4325,4400,10855,7689,1639,5744,11111
+,2080,8856,8205,1012,13433,3528,3275,10900,1166,7453,5289,7533,5829,11091,8278
+,1565,1522,4588,14763,986,12886,8128,12640,6300,7899,13647,284,13242,4020,8516
-,10481,756,9274,2322,14501,13271,7741,2850,10707,6790,14101,4988,538,13783,5960
+,4772,10762,415,1027,1233,10188,4225,11535,192,13483,14271,13928,2526,9352,2764
+,6498,5179,14498,1796,9668,7833,5301,1993,6463,10047,6716,12793,590,2039,1533
-,552,13324,5861,7317,4591,3774,14110,9290,12848,2097,14351,2245,5933,14920,5903
+,6332,4588,10303,12410,8858,243,10153,4396,10570,8186,355,5568,13294,10693,13797
+,680,4980,4008,10431,11954,6984,14733,10366,13600,1398,4961,6186,9208,7171,11698
-,3553,5910,3441,12450,1214,7822,5208,9287,9654,1471,12857,3387,13052,3011,13508
+,6333,585,7842,6444,9449,13439,10951,7289,8307,14946,6061,5236,12788,7977,14541
+,13754,9811,6419,3618,10454,3813,1706,10046,1122,2637,2073,4165,1879,10786,9478
-,2080,8856,8205,1012,13433,3528,3275,10900,1166,7453,5289,7533,5829,11091,8278
+,8626,7170,10155,2328,5345,12761,12843,649,1789,403,3149,6679,14556,11624,12232
+,3730,7092,13227,2199,11103,8830,14608,1584,14751,10759,10296,5773,1115,11693,6980
-,11056,9400,5991,9116,5748,9819,9063,3929,11259,5566,5619,12067,13249,5485,6574
+,14147,12326,2156,2342,1688,4944,12573,3724,12605,180,10397,3055,13672,7148,14432
+,6106,3726,13733,14809,1712,1466,10755,6159,7301,9963,1550,5876,2516,6696,13371
-,13183,7624,8707,3085,11026,3426,5000,9631,6267,1225,7989,12536,2822,8414,8419
+,3076,11709,13475,8919,11842,11987,11791,6442,1599,3648,1137,8238,14594,512,2921
+,753,6821,12581,12212,11781,4678,9425,6929,13024,5494,10096,11249,11546,14442,6297
-,4123,10913,13461,8606,4554,2861,11567,10343,13575,13606,9978,5267,11558,8814,4766
+,14509,13320,461,14939,9489,6370,13963,3635,8158,7855,2070,8917,2100,1927,6665
+,3855,6598,8039,10682,10416,5230,8950,13367,1704,13315,13449,4301,1081,5022,11058
-,6333,585,7842,6444,9449,13439,10951,7289,8307,14946,6061,5236,12788,7977,14541
+,3463,8301,14294,13399,5407,10127,3011,12428,1294,2449,2734,2379,4299,9473,3696
+,5627,1527,12613,7122,256,1878,10754,1024,4090,13440,5527,9715,234,10255,883
-,7090,7691,10206,13372,13120,8116,3832,8956,10096,711,6848,7272,9626,1281,1224
+,8803,10624,4143,5316,1833,9248,8869,14835,10338,677,14369,3015,14498,13202,6563
+,9590,14394,9393,4220,13151,9958,13979,4920,8698,12721,1916,11302,4196,7352,11850
-,753,6821,12581,12212,11781,4678,9425,6929,13024,5494,10096,11249,11546,14442,6297
+,8743,4651,12767,4426,8619,11953,12525,14594,7946,8425,6849,4631,167,5478,12661
+,10383,12618,3893,6240,10855,11517,10932,9454,3200,13658,13472,3456,1081,9822,6433
-,4182,3467,3624,916,1338,540,5968,8859,14299,5886,5073,8149,10503,11741,5555
+,2543,10676,10434,10386,13469,6639,4943,2200,3906,12467,2077,3643,10825,351,10834
+,5833,59,13439,9712,8747,14995,6023,7554,2076,13278,7159,9921,4221,753,12323
-,6332,4588,10303,12410,8858,243,10153,4396,10570,8186,355,5568,13294,10693,13797
+,7881,9935,4111,12391,13373,9742,3407,10479,11031,10055,249,13167,9700,11733,7641
+,4783,14074,10951,10385,8367,13093,4512,5719,1598,5342,2184,7637,7572,686,4171
-,1089,14614,2464,12369,1687,3055,7681,13810,1364,8575,643,8992,11337,5407,1386
+,265,7578,8723,11906,32,11078,10458,3954,235,4678,3592,8210,2595,6436,13021
+,7549,13523,2951,9497,3870,9769,11046,11847,10455,13900,6948,4743,8334,12253,4563
-,8947,5366,101,10153,9380,8230,685,11186,12688,2573,13623,10741,4468,12220,7877
+,10109,4752,9181,1308,8275,9801,14033,1246,5449,12577,4261,81,1244,12372,3858
+,10328,12393,7654,13410,2689,10882,4400,4212,14678,5922,3830,2415,9733,10248,9022
-,4834,677,8272,5705,1130,8563,14542,197,12511,6701,13332,7204,2135,12826,7541
+,11456,96,2789,8339,7417,7503,7161,14910,6364,11926,8842,4114,11704,4190,12636
+,4315,3800,6382,2082,9221,862,14877,14906,4770,7438,6301,969,8395,2972,9786
-,10383,12618,3893,6240,10855,11517,10932,9454,3200,13658,13472,3456,1081,9822,6433
+,9165,11332,1191,746,10240,9238,7612,14726,4611,13401,4910,5550,921,9437,11963
+,2066,233,14955,2937,1873,2735,8480,14936,11595,14278,2714,3833,854,1978,4936
-,265,7578,8723,11906,32,11078,10458,3954,235,4678,3592,8210,2595,6436,13021
+,5372,10892,13569,4781,5644,4515,11655,5873,4560,60,4389,5613,11025,11180,10440
+,10772,10938,12565,2159,6066,134,3296,7904,2702,10207,13198,879,13239,11733,7314
-,14284,13460,12454,7188,1947,987,13706,7534,13596,3842,8497,6659,1532,13709,6126
+,9536,13180,3541,1921,6446,7963,6866,5605,7321,308,6482,11488,11902,2264,7146
+,6789,3880,2128,9577,6695,9250,11137,8443,5672,13466,138,13076,12876,9173,3520
-,11610,1169,5444,8386,10853,3366,824,4772,4952,3316,10997,2414,6455,12366,2778
+,6900,5563,3226,3184,4727,9554,7058,11521,1426,3382,1812,7904,4843,13034,886
+,12475,1901,10538,11987,4714,3344,6996,1007,4667,13280,12063,5857,12220,11831,10854
