OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,9820,14749,6045,575,14780,843,12123,11511,473,8248,9243,8826,7046,6238,3988
-,11111,311,5975,3500,9076,7946,5850,14573,3231,4989,2965,8203,2967,7504,10811
+,250,8782,7126,9183,10987,586,12597,431,13808,8637,9654,5574,9001,5726,6199
+,10348,125,2965,1019,3685,3698,4500,3969,2480,1810,2849,10039,4353,3710,5262
+,9703,1082,9154,5437,9866,12950,12059,5528,6622,857,12781,6960,3609,2756,9348
-,2640,6440,5406,13609,10476,10287,2000,6534,6794,2429,2013,11852,10241,816,6129
+,13162,13086,8330,2704,7041,3325,9609,1931,12973,4160,6491,13229,1099,12789,11092
+,14115,12545,2007,3274,5588,9336,11187,983,10451,12937,5657,7297,5878,11619,12535
+,11716,3263,7617,13241,1573,8896,13751,3532,5960,6266,274,12772,9842,1101,10097
-,6682,2070,4530,10589,6355,12092,1677,10573,1521,12892,2434,8294,8326,505,10566
+,14925,5551,14398,10902,10492,4184,13333,10126,9642,14685,5207,6183,4257,6603,4345
+,11268,2619,9130,2862,2287,10307,6993,5249,6625,13776,4087,7926,9677,9186,10793
+,3059,10324,7208,2260,881,6900,1406,5838,5245,1992,3477,13090,1378,3322,6316
-,5415,7436,995,13986,6272,7438,737,9671,2349,14480,5418,3107,2680,10364,8320
+,3246,12151,10394,9164,9094,13050,9591,9704,9674,10293,1208,10129,572,9850,1476
+,6052,14944,14090,9017,7142,4766,3017,2777,3399,5664,9435,11926,8654,13947,934
+,4565,6881,2026,8753,13054,2847,13206,6549,12374,4709,5772,8828,2662,14517,7615
-,12779,9803,7071,14906,7038,14672,4713,14255,9632,6663,10391,11782,9112,10128,14723
+,1805,5330,5754,6653,9528,9557,9653,6982,14256,3392,12613,11322,2148,4873,3210
+,3012,12919,7137,2482,2302,7307,6546,5071,8294,14720,10436,3411,3526,1550,870
+,14214,7495,325,9674,11185,8963,5293,8094,14340,5946,10474,11564,11237,3675,8028
-,12703,3045,12891,3556,11700,6953,8292,14255,2711,5670,12150,6931,3054,7010,14881
+,2537,9364,5186,3194,12375,870,1337,9766,1097,2016,10217,5510,5599,9316,6584
+,8510,6346,11100,11779,426,5970,11049,6794,3505,4904,14543,11515,3599,8283,11496
+,5912,1493,788,8570,4471,10724,4292,9070,8726,1061,1202,476,12726,9922,1207
-,9725,7964,13200,10403,10856,3201,6486,12128,8417,13283,11253,11117,332,10568,633
+,7500,14659,11363,10596,6985,6672,135,4451,3158,12938,7150,5527,5512,11466,4711
+,11643,538,348,12498,2837,8250,12392,13641,3352,13363,2177,8962,5133,6599,10363
+,2086,915,8237,7342,12919,3110,6520,14654,9228,1511,5147,14686,13312,6883,2811
-,812,9830,6708,9306,12364,10230,7605,8843,13527,11083,9877,5518,6105,13460,11508
+,401,1894,2667,12679,7813,6503,6711,263,7554,13011,5379,1126,2516,9444,5109
+,14183,11786,14333,396,5662,1439,7562,2585,862,13953,1749,1511,8780,8409,675
+,7072,4910,2955,6352,1210,11320,10453,6380,10846,388,7899,13002,13411,1577,12156
-,12120,5357,10174,832,7203,13374,1433,2001,11730,12603,1136,294,5811,13646,10925
+,3457,4038,5879,2798,7150,2597,7863,10910,2253,12746,13730,7728,7388,3052,11644
+,11478,2889,10357,312,3687,5216,12851,8867,6375,10094,4542,4341,13991,12247,2275
+,10569,12107,3617,11770,4885,7470,12670,5608,9600,569,8711,9304,5293,8296,8329
-,5912,1493,788,8570,4471,10724,4292,9070,8726,1061,1202,476,12726,9922,1207
+,265,4687,9949,11796,4099,8288,1155,5637,13865,11071,9536,11321,4697,8427,11286
+,14913,9109,6515,11797,14430,13048,12057,12494,9953,10720,12041,4183,1312,12785,221
+,3954,11484,8181,1397,11178,12252,2388,6969,10301,1714,14786,6779,3079,12387,13884
-,3544,12071,12413,9326,11758,3477,2616,6200,6244,8454,2495,4767,12880,5535,14286
+,5500,6630,11797,7813,6220,8630,7483,3796,8511,2856,8830,3135,13110,2355,3323
+,8892,9580,8986,5918,14565,14029,13053,14101,8375,5882,1603,13949,8084,13594,5699
+,3293,7154,8105,8213,1302,12732,9645,5640,13455,11557,3932,5313,6188,4186,2705
-,4230,13355,13854,4711,3209,2488,14493,12339,1991,8609,12994,11615,6962,9503,1704
+,12497,3884,1411,7756,7415,8836,14206,5443,1117,14982,13803,10127,1370,555,8072
+,13921,12879,6899,3024,7333,10689,6427,8585,14926,12843,8911,2617,2318,3499,6568
+,4445,10360,3011,12788,46,13747,1359,10680,14282,11908,12413,10899,13020,8258,4497
-,14349,6764,4728,12542,6202,14166,2935,7186,10844,9045,6543,5202,9958,1844,3365
+,10354,1125,1374,10180,6477,11625,4391,8443,11076,9641,120,13808,4368,13504,4459
+,2127,7776,1098,13474,11977,11252,8575,540,8341,13516,7429,8636,14325,4035,9424
+,14770,12457,7770,3507,7295,2629,6535,14529,12082,10130,13931,9908,4382,3481,10392
-,9129,12156,10304,5857,2213,741,7830,6170,7284,14606,12404,13171,12356,4416,11165
+,7457,7504,12889,99,14581,12880,10943,8069,4154,14459,10674,5868,14752,6925,11154
+,6647,14653,8647,9351,13007,9282,10868,4220,5469,2879,6899,10629,3278,3199,9645
+,2073,9761,6282,9639,3255,11159,5111,2490,3517,13095,2425,808,68,13002,7942
-,14925,5551,14398,10902,10492,4184,13333,10126,9642,14685,5207,6183,4257,6603,4345
+,7126,14047,11648,3534,2269,7805,10410,9876,529,14781,9461,6858,5958,7789,5770
+,5153,2511,3282,7755,3989,9053,9069,1402,3057,49,2563,14875,2798,4784,3292
+,2800,2856,11117,578,3437,2266,3122,12740,7179,836,3129,8887,3886,8222,5762
-,7500,14659,11363,10596,6985,6672,135,4451,3158,12938,7150,5527,5512,11466,4711
+,6877,6723,14076,13347,6913,8486,12186,10083,12419,11916,12267,14085,8499,7766,8985
+,11889,11629,262,6026,12691,6499,10699,7628,1090,3729,3784,8496,9379,8043,298
+,622,14844,7612,9278,6070,1569,12129,11071,9205,11173,4297,10167,10030,11634,8963
-,3059,10324,7208,2260,881,6900,1406,5838,5245,1992,3477,13090,1378,3322,6316
+,990,10898,9910,7308,6069,14541,4850,5880,10589,4015,6223,1686,9098,7296,8507
+,4588,2535,14743,9497,8403,4217,9058,12653,7284,14048,2497,10167,14270,527,640
+,383,14325,14428,2761,11794,7430,8819,2497,13408,14447,3733,11890,8987,9806,11031
-,14399,5434,2378,6065,10230,3340,3794,14601,9594,5813,9000,3035,1657,9961,10471
+,8395,12857,12582,5824,14796,9236,9938,13129,12682,4885,2197,14523,1285,2050,9581
+,6057,3482,13808,5744,8565,9568,716,7224,4993,9920,681,10733,2483,4733,13529
+,10990,11081,12147,10119,3885,13596,12819,2850,1502,3491,1936,10058,6004,10150,9750
-,7015,7009,12557,2612,13133,7893,6087,9795,7671,8880,7106,518,4320,1891,2172
+,11048,2187,3829,2898,14753,5870,7249,7308,6536,4709,8369,6906,2442,906,3407
+,9142,9023,5676,1056,8890,4409,12667,11583,7413,4945,2651,10588,2239,10228,936
+,4130,818,2528,4669,1971,13241,2865,5852,1014,380,9126,1885,1731,9090,810
-,5111,8440,12831,12441,6174,10029,7751,4030,10731,9169,14411,10996,11426,11667,3499
+,1144,1476,13348,3879,1126,14270,9227,4746,10295,688,13176,5536,8143,5341,6326
+,12245,7257,1729,737,12842,8317,11540,8858,3752,12976,6930,14852,198,1605,8453
+,2408,12302,10338,2924,12806,3428,14033,10623,3191,12914,10753,133,13868,9593,8067
-,3576,4583,14395,8950,12399,1756,4446,9606,9911,3768,9722,3147,7024,9905,3358
+,3100,8184,13101,12499,10940,10808,2017,14141,1084,471,4656,4968,553,6440,8944
+,7352,5672,548,4935,3528,12481,9637,14791,10625,5677,1903,9850,7604,1806,14477
+,13151,14266,1188,8642,6811,5363,1742,1237,10704,8667,14565,8836,13635,5428,5606
-,8279,8018,242,13954,11670,7503,11157,10278,6831,7515,7010,4704,4944,9870,6059
+,7992,7687,9915,1455,10820,12756,14188,12781,11957,3493,12522,14148,5324,1841,10305
+,14382,10539,1156,1161,6662,345,10754,13760,102,10355,12848,5593,8133,265,10146
+,11702,4012,9256,12749,3208,1051,3015,14040,6521,3677,11249,1931,2691,4272,6551
-,14669,8267,8407,1939,3663,6821,7527,1855,13331,12999,3273,10078,8933,8240,6890
+,3270,5032,13149,5899,640,13153,2731,281,632,1947,13802,14994,1550,637,14043
+,3929,5755,10624,1408,4406,6553,12883,5880,5229,4597,13865,4321,3103,6836,3463
+,14471,13804,660,13542,5351,1870,10113,1667,11183,10157,379,7061,6100,9164,12635
-,11967,13821,2150,12230,8510,4195,12603,3617,10459,9273,838,11646,2278,14554,6821
+,11437,14989,4810,4511,13312,5333,696,10446,10898,13885,11052,11376,14180,14951,2723
+,3301,1484,8783,82,14271,13373,3613,4625,11146,7120,10795,4279,7856,13040,9917
+,10903,607,5326,7583,12151,10863,6904,929,10000,2757,8889,7702,10174,2311,7807
-,941,3730,8316,5669,2002,248,2791,13938,284,9709,14997,6185,3013,7964,193
+,4878,4112,8212,13767,865,4961,2842,11050,6695,12784,2664,6801,4657,11993,7785
+,10547,11498,12047,13121,10363,5570,11584,13771,4252,13056,7730,12325,13513,9708,13586
+,6013,6288,6597,14797,3075,2727,11158,4685,10916,7266,13489,4997,12897,9683,9267
-,3457,4038,5879,2798,7150,2597,7863,10910,2253,12746,13730,7728,7388,3052,11644
+,9589,5466,14701,6858,7393,4740,13980,12680,10607,12299,2175,4534,908,8063,5633
+,8943,11732,14469,2181,8956,4796,1000,14591,6456,12594,11738,9103,7181,6137,14357
+,11455,10604,10786,13285,632,12933,6547,10039,8910,5313,1724,4612,12625,7509,6314
-,668,13803,3056,11858,5162,7282,12176,5777,7288,3143,10969,7722,7272,7731,2309
+,13644,14180,6603,10104,7328,11968,3304,9838,9912,3366,10633,13544,6838,11105,526
+,3960,14170,3416,10415,2270,13287,5465,4727,3668,2579,2760,3350,9146,14451,1649
+,11966,1056,7340,532,4110,10016,6282,1599,468,244,10997,10948,2165,2195,5809
-,14183,11786,14333,396,5662,1439,7562,2585,862,13953,1749,1511,8780,8409,675
+,3362,8064,10765,969,11105,10888,14055,2675,2985,12507,9314,301,1000,8279,8957
+,8948,13785,1793,12424,1853,13090,2700,8084,7457,5857,1983,12170,6938,4251,13323
+,11531,8001,11094,5451,5703,4354,12613,13640,9895,5419,10769,14919,4328,10878,1156
-,13004,11048,11761,1315,10515,11544,5727,2950,1671,972,7767,14034,5304,6937,1598
+,8236,10639,1688,9518,13594,241,3853,2194,1746,12483,13461,9534,8195,8239,726
+,2516,14856,8337,12207,908,5228,8525,11518,7967,13121,7795,13183,5016,1198,2386
+,7716,8370,1181,5941,1733,11610,14811,1104,8243,7694,8928,449,3130,497,13720
-,634,11584,7814,9646,1351,8431,733,11570,4088,9616,1274,4673,11982,8356,5894
+,3197,2509,14163,12497,8370,1038,687,10864,5557,1842,13156,11539,11133,10046,8749
+,2267,2690,14307,14222,1659,7917,2756,8212,11153,5745,11582,7334,898,290,7502
+,12754,7954,13885,3956,11220,9280,1902,8586,10871,13335,10145,9553,8899,2112,3214
-,265,4687,9949,11796,4099,8288,1155,5637,13865,11071,9536,11321,4697,8427,11286
+,11122,6518,5571,9575,1986,6754,8857,11978,11868,11133,13788,4722,1407,13289,7321
+,14998,1800,4028,11981,13963,1563,8665,3976,5071,14637,13589,12400,9841,2545,12451
+,6496,4395,817,2455,6171,3128,6775,7043,9634,261,14884,14646,3800,8050,7653
-,6647,14653,8647,9351,13007,9282,10868,4220,5469,2879,6899,10629,3278,3199,9645
+,7830,10912,3023,1629,9816,5362,10524,11501,11562,4861,9642,8832,10267,7985,10413
+,13815,11458,410,4141,11937,9700,14776,4048,10501,2763,854,3234,13515,3828,14981
+,4278,12560,8098,14669,77,12987,5254,13857,10924,9851,4886,3285,5483,7459,6751
-,3448,9672,11411,4874,2983,7092,999,3098,4322,973,14254,6045,14533,5508,10928
+,2346,3589,9510,1295,2895,4284,12650,9501,1637,7627,5475,8789,8137,9035,628
+,933,5339,4784,85,9090,6034,2483,14721,8696,4928,12992,4655,2557,13458,5776
+,3771,5803,13458,10338,146,8051,5452,14599,4659,7481,6098,667,13555,8259,10490
-,11478,2889,10357,312,3687,5216,12851,8867,6375,10094,4542,4341,13991,12247,2275
+,5069,14688,5946,12515,4222,14973,7764,8677,4701,4474,13482,7296,2349,8306,5869
+,14778,14142,12941,3662,429,3015,12494,10925,11269,7947,6781,4932,7622,9600,4831
+,10833,14579,154,13421,12420,2113,14193,3731,11960,9120,11796,13503,1390,3047,9556
-,6999,4919,5600,54,5580,1948,6724,7892,879,4325,1515,4798,4102,4669,12034
+,5188,8298,13980,11944,8045,11744,4375,12104,10515,11157,5820,13172,12787,6090,10541
+,11926,7241,14651,1605,14596,529,6102,4361,7344,5122,5330,12153,9085,9661,152
+,10674,12383,4439,10822,10601,13214,13520,1461,2601,12242,6105,1322,12502,10343,10820
-,8864,12601,1986,9419,10421,12064,9180,10535,2128,3681,6826,13761,14642,2806,14924
+,12975,11441,9209,341,6428,3429,13258,4945,14347,14949,5373,10088,10426,2337,10273
+,4432,10668,5053,11301,8066,825,1824,2467,8653,4000,4965,7540,2804,14971,11144
+,6502,11070,13872,2283,3710,5871,13420,6032,1600,4063,7828,11710,14062,3584,2044
-,11702,4012,9256,12749,3208,1051,3015,14040,6521,3677,11249,1931,2691,4272,6551
+,3548,9393,1915,2199,9978,14279,10891,5516,1563,4262,4396,1356,6431,7638,10918
+,578,10692,12756,5729,426,550,12940,1344,6293,9160,11054,2728,9941,2390,12086
+,669,4504,7653,5741,4626,10704,1604,3663,11102,7262,4114,2534,5554,803,8487
-,14592,1015,3248,8376,9542,3988,11903,12025,5941,7307,8074,10390,11466,10812,9486
+,7026,6996,2908,514,256,9782,2879,13966,6347,9187,4079,1005,4586,14534,2628
+,3130,6804,6860,1458,13282,10879,9818,14365,7562,3856,115,3696,14158,2717,5596
+,12563,1164,2739,14425,13634,4579,8797,13230,12127,14618,8980,11643,14313,1804,10420
-,3929,5755,10624,1408,4406,6553,12883,5880,5229,4597,13865,4321,3103,6836,3463
+,8682,309,13819,7368,5038,2519,3149,5772,7125,2717,11272,6855,8353,13413,4853
+,13723,4622,9259,6419,13065,3207,4471,4334,4188,12035,1260,6283,2428,6372,9385
+,8640,3242,5969,1444,9773,4402,8376,11076,6799,6012,14948,12775,8598,6056,1266
-,13591,12415,7395,2233,7748,9807,1000,11467,12642,7371,12336,11612,9179,1963,11362
+,6615,12335,8007,9029,2099,3131,10229,9127,9308,13176,11682,5195,5484,9650,14401
+,10943,5834,1147,13013,714,14921,7671,709,7549,9060,12070,1889,14004,10738,6999
+,13568,9841,6601,14228,11258,2537,8893,14648,8433,10329,9374,6194,11552,13732,4636
-,13529,2181,14821,2971,14591,2215,3218,14962,12673,12688,12922,13137,5503,12396,14629
+,12251,4608,9424,7639,6553,8087,12724,14074,2127,12155,6563,2565,3059,6168,9468
+,2359,2336,324,682,11666,2044,8679,7402,6155,12083,8575,8650,12267,14555,12011
+,7677,10059,11890,4271,11008,1942,7283,14879,3066,14568,9779,4139,7814,4824,4370
-,5461,12982,5649,8231,5715,3659,190,9620,12791,6469,316,8336,1493,3414,10516
+,2907,6175,2955,9839,14203,12060,3390,10840,10130,7151,4523,811,1525,8475,150
+,12350,2168,472,9618,636,14558,13378,14732,1845,14460,8906,264,12441,13466,4985
+,2821,8188,1133,6727,3819,9310,14345,3459,12673,2001,9408,11708,14127,12036,9763
-,13854,2747,1820,12728,2651,13064,1334,8641,8677,6394,13694,9360,4618,3434,1179
+,11171,8123,11196,6939,14276,9457,9825,13885,8836,2219,11443,13812,8109,8041,9038
+,11632,14818,14200,9981,4058,7524,1721,11531,11597,9486,2882,11816,10561,10010,1126
+,877,11920,3864,1403,7107,13948,6995,10415,3311,13033,2230,12898,12306,8939,9042
-,1315,10525,10858,13880,2617,7597,7262,8534,3976,4666,10125,8085,13861,4736,13209
+,11660,9384,7910,6795,200,5053,4716,2798,9874,7974,3991,2667,6801,12592,1280
+,1986,9528,12283,6635,5971,10926,3992,9712,866,645,8144,9938,1861,1897,13514
+,8043,7447,2073,14359,6428,12598,13641,6815,6,5949,2586,14333,7326,11904,5349
-,13435,11909,11880,6006,8338,5400,4252,2586,1871,9784,10715,7392,7899,3454,12395
+,4211,4404,6238,12952,2407,7111,12552,3744,578,7150,12608,10123,6932,8436,6179
+,14452,2555,2362,5263,7366,5259,3927,6688,5552,10708,2804,5386,14384,13422,6833
+,6850,47,12540,4366,8977,870,9450,6706,9491,2214,9244,14218,13004,3833,11883
-,383,14325,14428,2761,11794,7430,8819,2497,13408,14447,3733,11890,8987,9806,11031
+,10425,13127,6770,9082,12120,14836,13167,14398,13590,2059,13665,2037,8442,10919,3744
+,9506,12624,2482,14198,14206,9430,5787,8564,9671,3021,3057,413,14931,8955,14241
+,4662,6050,11343,14597,3243,7690,6022,11752,3113,6260,13354,4820,7913,14817,8107
-,13723,4622,9259,6419,13065,3207,4471,4334,4188,12035,1260,6283,2428,6372,9385
+,13600,12776,14784,11447,7448,6548,594,4410,7617,4753,11188,12565,290,11717,6590
+,3874,9669,3787,6096,3945,1943,6053,6634,13891,496,9659,2720,7719,568,8880
+,10,2968,9240,14200,4771,9215,6839,4028,2744,9984,10468,10031,736,8875,14531
-,5690,8489,1107,8808,9313,8393,490,4883,3172,5550,5011,3806,11950,13416,3257
+,9728,4054,529,1062,9873,14804,5926,7690,8934,2049,9950,1522,5767,7690,1027
+,10227,918,10789,3113,5477,10701,4187,55,7758,1422,13108,1157,1888,4585,3066
+,9695,5159,11064,7916,11519,10360,3080,11236,3163,7191,11691,7168,557,7036,11441
-,669,4504,7653,5741,4626,10704,1604,3663,11102,7262,4114,2534,5554,803,8487
+,6540,8244,2734,5185,1130,563,7957,4237,2192,6664,3077,8441,12776,11958,2008
+,10161,13536,12177,851,9641,12512,3147,5390,9270,7425,5676,4751,7420,11855,3839
+,856,2576,2199,4265,11919,11944,937,12175,8956,13855,6579,7328,2222,12519,6165
-,622,14844,7612,9278,6070,1569,12129,11071,9205,11173,4297,10167,10030,11634,8963
+,6553,10228,13666,13596,1638,5879,10551,2305,6118,9199,9842,1391,4594,14233,11530
+,14662,7488,10515,10432,2438,14636,9288,5764,11290,2193,4182,5325,5518,12485,1093
+,2506,3217,2372,7360,7734,7874,2716,6834,4123,4801,4967,4076,11150,280,3614
-,4538,11011,12048,9656,9118,2154,1398,7119,3371,5394,8892,6059,6545,2383,1618
+,11347,9851,5117,1030,5753,10602,10339,14179,8095,12295,1432,3190,8446,8059,8837
+,8268,10866,8574,6958,1581,4909,7439,13138,13862,7072,14373,4252,5059,5332,13913
+,7098,9060,2589,4666,3615,13889,1485,8547,8124,6311,12278,6510,9132,9247,7572
-,12350,2168,472,9618,636,14558,13378,14732,1845,14460,8906,264,12441,13466,4985
+,5731,2763,3022,4370,12982,11230,13751,11637,5654,3644,6381,8120,5302,6711,12721
+,13396,8660,13263,13233,6951,7031,6700,10735,12327,9182,12928,915,1851,8410,330
+,2211,12555,2877,14325,1477,790,1695,14339,7474,6761,4140,11364,8526,5836,8331
-,13182,13686,11776,2301,10643,3932,8880,14717,9183,11461,3271,12876,7975,2455,1125
+,2337,4340,6163,6367,10988,3100,5858,13067,4095,5470,13809,5213,1499,6347,14609
+,12822,10844,4771,12989,8807,2759,13359,7978,4581,3449,8458,8402,743,8790,8453
+,10253,3856,14042,4004,13722,10588,6436,8231,8663,10299,9823,1470,10823,11618,14186
-,10990,11081,12147,10119,3885,13596,12819,2850,1502,3491,1936,10058,6004,10150,9750
+,4020,8335,10540,10589,5347,1654,62,8573,6499,9301,13906,12911,11016,4505,4219
+,813,11376,8855,11632,3370,13380,13051,3081,9433,622,1758,7848,11748,2257,13224
+,4387,1950,4650,2075,14595,13792,3398,9953,11851,5551,3338,8690,14218,2734,926
-,13313,7122,13994,8984,1868,9097,14064,9151,3609,5254,6066,4103,3817,10441,1090
+,2177,12184,12978,11810,10613,5010,5958,13281,11964,10358,11343,4683,13740,7340,1947
+,12651,4907,2306,9714,1234,322,6370,13823,12877,3539,5051,4863,102,3874,11444
+,13401,11503,8656,368,2055,1375,7656,13828,10860,8068,10914,14479,7209,12907,11739
-,13574,341,7189,7516,384,4540,13691,8016,11364,10359,2090,8486,14752,3415,14264
+,9280,9285,12576,1196,9862,7261,8298,3509,11536,14118,5901,6385,7049,2362,1250
+,2121,2836,7581,11197,14341,11310,11260,7880,485,9193,2234,10317,13064,14432,9004
+,4611,1907,8328,10335,10794,1597,14303,9555,10513,793,14668,1892,1176,4318,11329
-,14452,2555,2362,5263,7366,5259,3927,6688,5552,10708,2804,5386,14384,13422,6833
+,5936,4706,283,14765,6110,2874,14052,4168,2936,13552,3516,6307,9862,2923,3423
+,11046,1676,340,12427,11867,4573,2269,10258,9482,30,6394,2177,2012,9175,10124
+,3322,515,13188,5248,3877,10235,7303,14385,7911,1018,7225,5406,7526,12642,5640
-,813,11376,8855,11632,3370,13380,13051,3081,9433,622,1758,7848,11748,2257,13224
+,10444,46,8516,4549,14991,7290,8921,9430,13630,8337,6136,2755,2705,9013,12785
+,65,10933,9217,2140,14925,7189,2486,6125,4966,3607,1231,4512,7181,3816,6599
+,11307,5364,5317,12512,7471,1583,10517,8438,12627,8595,13298,8392,9401,4763,2765
-,12975,11441,9209,341,6428,3429,13258,4945,14347,14949,5373,10088,10426,2337,10273
+,11465,11407,5314,11494,12843,8804,13991,8662,8884,5829,10598,14725,12340,3246,9849
+,6255,2210,12985,5281,682,5746,7172,2436,3859,14490,9190,9547,11611,14032,4742
+,4203,12279,11331,3025,3948,10387,9091,5827,10927,13960,8305,3442,4820,2905,11422
-,7702,8273,10441,14287,10300,236,8908,1276,12038,9885,12632,739,14038,13818,14828
+,975,9568,7006,5519,9205,8538,14270,14426,2091,12104,8583,3910,962,8560,8366
+,8418,10983,3005,11094,9394,2658,3227,1777,5978,14283,5858,3935,14433,7205,7174
+,12861,12689,8311,2045,4553,5811,14704,8276,13587,12842,11217,8025,12087,14035,1862
-,13396,8660,13263,13233,6951,7031,6700,10735,12327,9182,12928,915,1851,8410,330
+,14383,1901,14066,693,14398,11406,4839,7719,9171,5978,206,5749,14024,7484,12699
+,1004,3437,8369,950,541,3327,5638,13222,12649,262,11246,10049,1433,3609,12281
+,9694,11128,752,10843,14718,14995,6951,8646,14622,4838,2116,7883,10295,8531,14260
-,2291,1381,13845,844,8544,2821,6929,5111,2524,368,13237,11280,7849,5442,3720
+,5288,14287,8372,11978,2328,4733,4956,5014,4829,12629,2307,8131,5259,13587,6104
+,10246,12396,3610,12728,311,843,9599,7557,4204,13084,3429,14971,6967,14466,6449
+,4751,6852,11372,6553,10641,1364,4024,5468,12364,7998,7235,14583,9650,10124,14425
-,2086,915,8237,7342,12919,3110,6520,14654,9228,1511,5147,14686,13312,6883,2811
+,11497,8366,4588,8359,7172,11435,7056,2668,11664,14152,3140,11838,1044,3789,10812
+,11223,7981,14180,1200,951,14690,239,1042,9788,1330,4472,3933,3302,8997,6273
+,8773,6512,9337,9763,13549,1121,1691,8885,1319,11229,1477,6202,2727,8777,12682
-,8682,309,13819,7368,5038,2519,3149,5772,7125,2717,11272,6855,8353,13413,4853
