OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,11534,12933,468,8152,3543,7756,208,3128,8379,13972,6366,5533,13991,249,6440
-,7785,8589,6527,779,11953,8101,10178,3577,1194,6863,14441,1601,13090,10143,13001
+,14275,7240,9237,9066,12231,5509,6854,7567,8545,1107,4719,14620,5075,13071,12813
+,6884,3449,1551,9514,5104,11593,4612,10581,12899,3391,10681,1981,3227,3684,61
+,4164,7683,11205,7011,14644,1496,4642,1011,11001,5074,1568,7610,5390,6014,4022
+,805,9257,5553,729,7437,6021,13248,11574,8197,3784,2534,7169,11032,13454,12389
+,1995,9123,2779,2018,2960,12137,12562,11594,14631,7080,10529,11801,369,10574,12316
+,2180,5751,5754,12615,981,10732,9806,11040,13948,363,12499,3808,13060,9543,8355
+,11232,7106,11013,13970,5254,2464,7367,5992,5431,4555,12745,6119,2281,12983,10309
+,6916,5907,9957,332,1096,7097,14402,10930,10132,6374,11132,10149,7124,3019,7360
+,12798,8242,9778,14844,7369,4311,6454,7694,3030,9051,2349,9952,9168,12933,5800
+,3174,649,5882,13777,2749,5507,10868,5791,11783,9814,12054,1561,7540,12527,9000
+,4176,11071,13489,1919,1667,11419,14571,2501,9552,5637,4647,2868,14010,11283,11935
+,3344,3979,3553,3685,10629,7035,6028,3677,14108,11240,7452,13713,2153,9566,5857
+,222,9016,11558,12135,14130,11493,7766,9884,6201,13782,11137,11718,2529,14280,11057
+,2010,9143,12589,10758,6972,9967,7536,5233,12990,2237,13637,132,1076,3683,13134
+,782,11440,1473,13826,2546,5508,7314,10117,6400,1102,7220,7925,6885,2193,14296
-,5724,5976,8868,12449,10814,1570,11522,8175,3047,6766,13612,3524,11324,7062,5501
+,8680,14140,8924,10196,8423,2334,1145,7816,5334,9991,10915,11166,13957,14295,12456
+,14647,8583,7362,13199,6178,13607,7054,13632,2787,7107,2696,1906,5460,6571,9642
+,1173,3976,3761,2687,5748,8653,7361,7885,1935,1100,7099,1381,1311,3639,11052
+,7743,6320,5039,2220,8578,2449,13286,9945,13379,11391,9464,14668,13230,9105,14984
+,6199,2846,6582,160,6705,395,14476,11486,2188,11805,14337,6806,6269,11929,3809
+,1785,2160,4260,11473,1165,5638,6808,4936,8488,14607,1401,4734,3793,10759,12370
+,6691,12030,9622,3944,7186,13874,7368,4038,7849,11522,8390,392,6860,3382,5167
+,570,167,1479,13907,13154,1646,7403,2448,3635,7170,2036,7962,7189,3999,4133
+,6412,14536,13227,7020,6295,8965,6040,9937,1273,5475,8586,1954,841,69,6139
+,10350,14859,1231,4315,9419,2739,4217,2363,10221,9226,4220,1239,10294,2881,12394
+,3161,8197,2989,13591,8147,5710,12755,9659,6672,2807,4013,11220,13728,4804,1969
+,4447,9130,5404,10417,12759,2778,7060,13172,11722,1816,8540,3932,7048,9545,5322
+,7593,5965,2994,9768,4389,14691,7916,922,3276,4521,2939,10459,9255,5386,8638
+,2984,12240,1349,12390,11915,746,543,14790,3051,9512,11203,6484,7074,1877,10756
+,1474,8495,9347,2633,6972,8721,7777,195,9441,1235,11572,8306,1424,5633,4600
-,3760,11291,4983,9710,326,9060,7120,12639,9826,1563,3198,4705,2389,14639,14208
+,9652,5588,3855,3802,9715,14113,6031,8507,5847,2714,2901,13000,3531,7794,13691
+,7523,4993,9904,2427,6737,10479,7856,9794,8309,2703,12398,8704,11449,5879,11954
+,11858,9181,10577,6284,6568,8802,6515,1654,14143,13890,3217,4988,5738,2364,13035
+,2594,12974,9041,887,10060,9782,10398,13351,7398,1166,11318,14388,11624,7139,4375
+,8176,10573,10074,814,11795,7283,10944,34,6852,8864,12771,3674,710,11529,5524
+,11442,8403,1193,11957,2869,1662,9778,9892,4716,2485,11802,13049,14356,10465,2197
+,10232,633,6840,7465,13998,1070,2524,7373,11014,7231,14434,5450,1304,14218,8375
+,7958,4510,3844,13322,4223,8372,7497,3074,4483,3677,2450,6650,445,2309,13368
+,3483,11264,14282,15,12833,8880,1216,7967,4208,14725,1628,10749,11688,1084,9875
+,7833,5883,1824,7769,3259,4794,9876,9607,3227,10203,6630,12150,5364,14817,13998
+,13266,14722,14292,12109,5704,38,10170,7426,2958,11023,3010,1354,1163,4418,9727
+,2839,1367,8567,1454,14917,3243,3476,11943,13989,1648,10223,8249,10226,14914,12950
+,10069,5901,12634,9696,14465,14210,2594,1048,6627,12499,10078,2496,14646,9287,5938
+,518,14688,5324,1544,9446,9338,8191,10565,6939,11967,1154,222,7436,518,13321
+,487,9103,6403,12777,13885,14137,1462,7839,7750,9430,629,11966,14238,10919,8549
-,12349,261,11775,6477,805,13492,14401,10119,13240,9665,14053,9958,3387,2102,5090
+,7058,5934,5698,2829,10428,5485,993,14342,9431,8112,4620,770,12115,981,11099
+,14379,5098,11795,769,2863,13164,8110,10331,10971,191,8629,1819,56,3355,10346
+,6240,6522,9980,6929,6372,11193,13999,5499,5211,9939,3592,1938,2468,12877,5025
+,14217,14241,14716,2673,832,14346,11137,10379,11066,11616,5232,11680,14892,8234,399
+,13856,1093,7813,8710,1230,3176,14759,13260,11978,13863,8597,5711,10440,6253,10325
+,3685,2541,3920,4540,12781,11583,13067,9534,1634,11025,8173,1783,13421,927,14924
+,5204,4519,14452,2764,11550,5915,11951,10599,1745,4702,13172,10905,8333,1332,3310
+,5197,1699,4327,4917,14013,7371,1791,14154,8552,14163,4247,6676,5072,10718,7039
+,3521,8685,2173,8447,13124,11442,1757,11100,213,13533,5580,2191,11111,9702,1033
+,13492,13779,11152,12356,7653,12690,2080,1032,2587,9349,9154,5041,499,9958,187
+,9995,4561,11538,9307,14879,4816,11524,7739,12130,10888,3117,2986,4069,3195,8528
+,8746,14099,11372,14882,12,763,9353,14416,2123,14980,6188,4179,479,1141,5083
+,9284,12309,7474,830,2335,137,10993,8663,4668,3772,4715,1220,13587,13587,6132
+,2817,14665,2389,10722,2692,5242,1298,3069,13666,14914,6328,3888,10757,14972,454
+,14211,11828,11365,11067,2708,6465,11022,5023,6541,2971,8104,3066,8419,1172,782
-,8680,14140,8924,10196,8423,2334,1145,7816,5334,9991,10915,11166,13957,14295,12456
+,3898,3018,8672,1453,10317,10290,744,2275,5084,3287,5395,1617,9557,4384,1802
+,12554,1026,5731,4978,3923,12830,10224,11186,9379,10530,9376,2580,8625,14089,918
+,5246,12473,12148,7026,11109,4430,5273,9929,860,13496,1928,4017,9111,342,10074
+,9945,7494,2071,13063,5836,6629,5528,1340,9325,288,14472,1757,9513,14529,11890
+,6398,6115,732,9823,14651,3074,2097,5032,4914,6836,5578,12481,14209,2079,10838
+,7382,8670,3546,10491,12734,1095,1131,9066,9357,11135,10992,4015,11243,3183,12273
+,686,6473,7918,2352,13156,8836,2594,5643,810,3493,6863,12392,30,14041,3894
+,8077,12103,379,1370,1819,13177,5212,6622,10093,3570,3487,3160,9604,14364,2641
+,5287,11374,10405,9210,13355,10662,7582,11947,14992,1339,3081,2772,11686,4930,7846
+,12604,10747,4984,5756,10812,11232,454,14140,2560,7691,7353,4118,11929,9852,5376
+,2996,10594,11342,2595,4647,10029,9321,4810,2178,12362,9746,6251,11354,8312,5457
+,244,32,12955,12385,7833,1765,12103,14241,2448,12976,2322,2254,6439,14860,9517
+,8457,9654,13233,793,7230,1782,9895,2508,8824,4168,14712,919,4703,11181,5889
+,4654,701,9215,808,9141,3100,1621,6073,3515,14894,6008,7017,7116,5669,10076
+,657,12695,10554,6198,6317,14664,9017,14564,12387,13200,4671,3187,14094,12338,7933
-,13004,12041,7840,8067,5444,1300,11705,8449,3722,870,7763,11826,4447,9041,1290
+,1876,12128,13626,1864,7255,4653,6804,3411,9196,12396,1044,2833,4299,8839,2184
+,13507,4700,13417,9472,3377,4403,7037,10654,8205,4444,11249,6435,12249,5211,8351
+,6017,4813,4767,6328,6087,14275,9128,5051,10431,2599,11316,11937,10966,9801,5351
+,8087,13976,10305,5312,12081,4388,1337,11839,10443,5269,13257,9895,1882,13270,393
+,9592,476,10278,8658,11814,12043,13017,6377,12963,2556,8421,4287,880,2165,13771
+,1811,11780,8028,599,11274,11814,12210,9999,10267,204,9329,5135,3421,1694,5020
+,6381,762,2454,14533,10898,2386,7712,8075,10112,6141,12561,9930,14080,3668,10875
+,510,14581,12187,4382,9315,12347,1418,14629,749,14085,13701,3523,12663,6272,478
+,12193,325,8350,4250,903,11415,5952,8496,12765,2410,13622,6649,9036,13936,4796
+,11433,9630,11707,3623,3160,9218,8691,14417,6991,12989,47,350,1169,13225,3429
+,11655,2897,12912,4499,3713,1894,11682,8997,10787,9699,1626,10937,4970,7636,13758
+,5663,6883,2219,7460,10232,2277,12750,13578,6451,12787,6706,9785,5927,9440,4605
+,5090,13987,4908,8532,1708,6057,5632,3850,1799,7795,106,2393,11419,9107,1360
+,9125,273,9032,9687,3482,6065,6023,1748,5832,4008,4323,2652,12072,4430,794
+,4661,2684,7516,8122,8867,4887,13306,153,13497,5947,5698,9104,6409,13631,4471
-,3232,9023,6373,6014,6364,9372,8760,1900,263,12728,8534,7791,2488,7869,14527
+,1988,14913,4955,8471,9341,3534,5763,4648,6571,2143,8756,5567,8535,6030,12786
+,7935,6462,8478,6171,9349,4321,13215,682,6740,1332,13235,10261,1022,9735,4029
+,8285,6301,11586,702,6535,9843,2368,1266,8179,10466,14623,6933,11806,195,12263
+,10857,3024,2348,3946,14316,6938,10594,14166,6399,2424,7028,9038,4359,7363,11740
+,3052,12212,7166,13678,9068,276,7130,10295,3941,6708,12135,7403,212,11105,12313
+,10808,410,12319,6415,711,12668,13029,4355,14955,13976,1311,12591,2907,9354,6327
+,6210,14333,10502,14852,5045,7152,13951,9224,8136,4657,4593,5283,11702,4509,10335
+,9947,7118,7164,9946,9908,3398,6753,12541,4760,10682,9269,4137,14925,9014,10750
+,10096,8486,600,8405,2986,9157,10440,3618,14437,244,6738,9277,5178,5513,2954
+,6521,9906,5468,9094,1234,8311,8249,1679,12213,9336,9223,7296,5858,347,5696
+,13018,7454,9934,9573,11339,7041,12459,6804,4638,2336,6021,1951,10377,1632,3226
+,12724,1781,1226,5722,171,1268,13378,12202,5777,12821,11806,7877,6605,1101,2877
+,1118,2271,10738,2120,2204,14717,1310,12977,4069,5548,7277,12538,3785,1843,13088
+,1314,10148,14694,12566,4841,11887,11557,12950,2889,7865,5305,5070,2417,6491,3217
+,7322,9927,4803,11976,6045,5956,12622,6759,139,14869,2562,7614,11961,838,8175
-,12013,3379,1957,9734,4445,5354,2103,2374,4036,7794,9250,1417,10809,3713,13551
+,1554,1611,12787,5369,6739,2938,8957,10879,11460,11933,5291,4153,9613,597,10222
+,1498,10090,10837,12388,12229,6177,5123,6093,14259,910,12207,6899,11491,10121,8059
+,13951,4955,4035,7398,5880,7138,5401,1112,11952,12737,6191,4729,11453,8129,13830
+,13325,11414,14308,3148,14147,7169,9593,12725,14051,14698,7506,4756,6239,14268,7064
+,14170,14706,5427,4134,4222,12593,8589,3997,14447,6856,10824,2072,656,14627,13720
+,6031,10233,1512,13410,11334,8303,13323,8200,6668,7905,3303,12309,14855,4453,6211
+,13554,4861,8967,12865,10674,1734,6142,3953,13654,5747,10283,553,7812,9409,14764
+,14749,9798,4375,6098,7731,12996,9451,6106,10240,10407,6993,10865,11299,10942,1112
+,6653,11825,3670,12447,13720,12126,11935,10690,9659,1799,934,4015,10995,7920,3060
+,8900,9694,5992,1615,3920,12641,3086,8890,3910,1585,12645,4597,12682,235,5431
+,5031,12269,1324,1557,10206,5550,13592,10242,4817,1645,8696,14263,1304,10509,9814
+,978,387,13324,11720,11299,6818,5850,9188,13612,3490,7997,4293,3608,9525,2699
+,7876,5686,12438,14177,7172,1131,8357,14783,13724,3304,8641,10175,8331,14713,14597
+,13473,9546,311,12728,13308,11306,9074,11181,4274,3876,11071,9725,2429,10587,8675
+,1473,14662,12603,7535,14486,6149,10538,4456,1441,12508,3117,6893,1951,12469,9898
-,2976,7491,9984,8614,8283,12065,12083,1053,14325,3279,1756,820,9647,6222,8437
+,8126,13267,9206,14083,3306,4756,2341,9289,13777,8127,5415,522,14563,10970,2728
+,876,3381,11213,12159,4641,9449,6894,2624,12863,10267,2100,4760,7572,3887,14005
+,14495,3310,11901,12224,13732,5352,1814,13593,1487,12578,9561,11853,4202,4649,2895
+,11935,9028,11679,13394,1883,6698,657,11683,585,8643,6836,4804,11387,10975,1158
+,9929,11635,3439,8744,9440,7519,7342,12184,8416,5355,2172,8217,7198,5752,11797
+,8247,3398,12607,1486,1053,12680,3116,12384,10652,1026,1968,8942,9066,6479,10949
+,5460,5480,12062,1472,1071,11149,6275,13951,9015,831,8198,13940,8123,5265,11379
+,6481,494,4724,1726,1724,3065,7383,12670,9845,3333,4346,4674,14710,8724,8127
+,4162,6429,1715,11782,6133,6519,13055,488,4007,12072,5083,5129,2660,8278,7163
+,6604,8704,2954,7092,2565,929,6109,14592,102,3541,14709,3130,13228,2577,9107
+,4474,13896,8517,6229,8313,4833,14232,4116,6280,67,5656,14131,11264,2883,3419
+,13176,3045,9731,3493,1919,31,529,6620,9915,5133,387,1470,8294,3681,5877
+,13924,2516,13196,6418,12910,10652,4202,1931,9059,2654,14113,8531,8430,14124,9323
+,9722,13117,8555,13949,5739,6200,14237,7860,8575,500,1540,1371,14511,2990,6519
+,4247,8958,1557,220,10491,5449,8777,11239,7495,12695,2678,13064,11242,8962,14758
-,14003,10870,11861,7508,14787,4512,4930,5395,7543,4948,5060,1965,3693,12414,12734
+,10776,2662,4969,3397,3826,13142,12295,4682,14359,3293,11046,7220,8538,4201,7184
+,1480,8211,10620,11501,11654,13195,5260,3080,9940,2521,13039,1158,7522,1638,11938
+,12437,10009,13149,867,8123,3583,9602,7274,13690,10696,11471,231,3795,5795,11004
+,3004,6267,4741,5670,14165,9283,14203,13039,4213,9247,6253,366,6712,947,9072
+,2323,3321,8927,2400,3541,2416,7812,12355,11257,10480,289,9852,13271,4667,4504
+,13687,5738,3830,9218,7227,13449,10647,2769,8114,11698,864,7990,7807,3921,7971
+,14414,6067,6485,334,7296,1107,5964,3061,14861,11441,9082,2187,1,5449,9701
+,25,7193,3860,13098,13865,13299,4624,3676,12156,7435,14337,1743,3637,6059,10386
+,6455,839,12833,6491,6934,1271,13704,14798,2328,11135,2379,14395,9210,6864,1294
+,2384,3137,10939,7502,12706,4496,5048,9774,3874,2867,4842,11166,9159,11039,2924
+,11492,12854,13712,8620,1422,9883,8872,6029,5842,1473,11761,14622,5181,3454,7322
+,8946,13892,13579,14352,2445,14366,14879,11727,3192,350,5426,329,8706,13354,8392
+,7963,14629,4919,3368,5407,3166,12951,13731,8756,6552,11806,7687,2428,3280,7563
+,730,12548,3402,2810,5932,1339,9350,13283,948,14855,12068,2924,4312,6474,13151
+,4751,13647,517,13880,8067,239,6540,13493,9051,2683,636,115,2727,13528,11015
-,589,6206,7331,9372,11843,14406,14981,13111,8744,613,9913,8720,9167,1167,8075
+,11505,3904,4391,7992,5820,216,3273,1693,13706,9738,14285,3613,8098,12385,164
+,12954,8660,9542,3108,8599,3700,11020,12785,11514,8106,3506,1284,5884,10711,5705
+,10292,4278,3357,13578,9336,10612,14194,10697,7272,2138,11745,3554,7384,8770,5224
+,13002,9675,1755,13339,8280,2677,14232,1923,8994,8795,5815,3282,5985,6588,12466
+,5064,3752,11720,10427,1971,13395,14612,5720,1280,14528,5056,13767,5351,12323,8602
+,3784,5405,2815,12453,6883,5530,2138,7889,2781,5410,8508,9519,6243,9850,10149
+,7238,14235,10698,1566,7386,1612,7836,6524,1589,5716,3808,9862,3583,3418,8005
+,11348,10914,6867,10978,10700,11883,7583,12291,10427,13906,1433,5281,5396,1531,9797
+,2071,7527,6103,4308,4406,4035,13452,7083,14392,6104,1308,1355,11463,5298,4958
+,8255,666,14715,10375,264,9791,347,7950,3106,7369,13583,2202,14886,8149,6162
+,7069,6413,1216,2376,5868,5312,12025,9409,3073,4289,13372,246,9299,6788,4718
+,8851,4598,11657,7794,13412,12043,14739,2716,2020,2611,4094,14704,8560,4767,6313
+,3045,14648,12140,6431,9564,13714,12194,12432,8187,7198,2301,9496,10113,7262,13270
+,9344,6248,13953,8320,5477,14111,13281,3438,906,772,2847,3375,10296,3477,8937
+,12495,7861,5046,8119,5972,877,5449,576,6083,9669,8719,9608,3019,14119,11734
-,2615,11351,12092,1518,12256,2053,345,10769,8074,5078,11538,5271,2063,3265,10261
+,3375,9085,6601,6594,1633,4987,7922,12355,14212,1234,11182,3178,6215,2367,13863
+,11105,11594,1356,5883,302,5259,10019,12700,3809,13267,8610,2345,12480,648,10207
+,10071,5348,7811,1533,11684,11524,1141,6008,5903,4026,263,13538,1304,12884,5755
+,4360,13856,13481,14358,459,4834,229,1656,4818,12450,2935,6787,12592,10725,8027
+,1700,2699,12141,7487,10117,77,1580,10545,8339,3597,9775,10643,5775,4726,4553
+,11359,4990,2519,3152,2259,12252,211,10076,3999,9902,6039,7380,10588,11264,8883
+,9311,7757,5857,4414,12446,2998,9241,3716,9946,1248,811,7225,1032,14014,1213
+,11445,13037,13704,14876,5517,7311,10436,4283,10058,4386,14996,14523,10471,3281,4317
+,5782,13154,1022,2094,11558,585,3572,3546,13007,7228,7768,6554,3422,6893,2670
+,552,8094,97,12524,8396,13856,7452,12588,13512,11278,2714,11418,9777,2718,1001
+,7271,9286,3591,9002,13835,14344,3232,10601,5179,7553,4365,10611,5904,13947,6426
+,12196,9754,11813,13334,3695,10846,9462,3895,781,2923,5827,10305,4050,8813,11826
+,9533,12834,482,3476,5192,12848,4716,10731,4532,8972,2666,7811,8665,9313,1208
+,14252,11216,1996,14517,6903,13108,13370,13650,537,11875,1505,14507,7482,3504,1429
+,11257,2872,10336,5349,14924,9547,8979,14273,10176,12077,8576,2679,770,14351,8262
-,8746,14099,11372,14882,12,763,9353,14416,2123,14980,6188,4179,479,1141,5083
+,704,1769,3821,7396,13565,6013,12752,1463,12665,3735,10217,2302,11087,7704,11709
+,754,14949,14600,12420,1748,6081,7514,9043,7133,14789,6258,810,5924,14400,12457
+,8967,2407,3810,2710,13453,11229,6057,10165,3455,12736,5503,14094,7189,12383,4085
+,12631,2074,6902,13162,1107,12128,3220,8604,13267,2514,1640,14853,8701,4682,10595
+,14319,5211,6781,1114,4269,2261,401,12130,7935,11154,6915,6610,5955,6692,13871
+,8406,1314,8684,9220,2313,4554,13115,10137,9337,1442,14440,2114,513,13628,5322
+,1831,9172,5918,8590,1830,382,13052,4754,5188,10997,2409,300,304,3283,7703
+,10669,7459,1464,4666,10651,1364,1597,11471,7091,3709,14560,3622,7336,6028,1603
+,9610,14848,9903,7598,1142,13883,4198,3795,1901,5549,8439,6143,8007,11738,3907
+,7128,9323,8197,6008,12887,7671,11269,414,7438,13666,3009,11698,1490,1510,11888
+,1452,5142,5887,11597,12482,4852,931,7569,13148,11340,10962,5537,12559,2444,13893
+,176,7905,3003,11378,7919,6685,8289,9977,2916,5948,2649,10732,3585,3180,10847
+,4963,4678,4094,9852,3839,13021,8829,2741,8918,1737,8480,13217,2980,7213,578
+,9524,5425,10505,4531,2155,3971,1865,8274,9084,948,13698,9353,13846,4394,6684
+,10909,5766,12120,12559,3371,6423,11458,3523,578,1167,10976,5864,5321,6254,7300
-,3521,8685,2173,8447,13124,11442,1757,11100,213,13533,5580,2191,11111,9702,1033
+,6610,13412,823,4337,14853,10788,6424,2826,413,11087,12901,190,4013,9036,14710
+,341,6186,198,12367,4852,9724,8818,13681,14734,9006,11189,10137,8750,10020,8343
+,2889,11616,9470,4439,1054,6515,205,2100,4939,10094,9246,14178,6763,12512,1038
+,4264,14378,14373,10402,304,11276,9973,2144,1588,1227,12126,12531,7681,12423,4946
+,1272,10319,3771,975,11524,7367,31,10618,10090,2193,8433,7342,4935,2834,6509
+,8479,3194,5880,13571,13186,8036,4954,14315,7761,10528,1811,3280,397,10466,4788
+,14344,9699,5045,5246,10211,13254,8113,10116,2789,1080,2032,6497,4174,12207,7326
+,7879,2132,1963,5646,3716,14804,4852,1676,4448,3816,7978,2677,6890,10745,14033
+,5220,10508,3786,8277,13437,7150,12512,1803,4792,3726,2964,13181,10349,4482,12914
+,14212,13891,10149,11682,4211,2165,7825,2011,632,12061,5239,14685,343,6510,9832
+,932,6982,11963,11021,11079,2811,1202,11002,4627,3880,12910,526,6449,2189,1929
+,981,9173,14007,908,2302,5735,13202,9873,14168,2196,4105,12617,14453,574,10235
+,241,8055,12003,1533,2897,10766,11432,555,7339,10388,8185,8445,11625,5640,14661
+,4790,5168,12918,13695,13508,10817,14621,2616,1033,8210,10028,6116,2498,10310,12616
+,6535,2777,14003,1040,4370,4607,4845,6175,6620,1816,8491,391,5745,9619,6315
-,11007,411,5406,13363,3719,7880,8304,14467,4462,5235,9122,4423,3752,2467,6622
+,112,233,14996,8816,3100,8408,13424,1212,14348,10891,3518,11962,11264,1811,610
+,3629,4431,13551,14031,100,7937,8173,34,8398,4692,3425,12771,6913,6447,12866
+,7549,7112,9771,10810,1064,2506,4052,7161,11622,12967,12340,11710,7445,1572,10794
+,7839,322,4721,11706,6938,192,10047,9462,5197,6758,8307,1512,3946,7585,13812
+,6834,5246,5302,14300,2779,8317,7022,11402,1383,13035,1784,6911,6489,3303,5212
+,11320,6261,13622,3918,5297,13082,107,3895,9922,14130,13965,7242,12305,7008,79
+,9960,1364,4046,8679,13730,11356,11240,13326,11148,14992,1353,4459,847,2359,3219
+,11537,9182,2022,4559,7045,14534,9014,4275,5316,13367,14379,2498,7526,6196,11923
+,12649,2812,9457,6240,9394,1140,11039,8330,6524,7633,10027,526,5819,8979,12925
+,409,14982,8901,6456,2167,3080,3428,4779,261,1268,2416,3867,4305,11745,14479
+,12696,6298,11886,8572,14128,1515,7300,9032,6542,11865,1139,104,6811,14894,6934
+,9531,14729,1113,7617,4001,13686,12670,9972,13449,1844,2849,2257,76,11132,315
+,1765,14128,5972,7364,14636,9855,14615,3875,1557,8657,13998,5407,6464,14946,13146
+,1673,3561,4564,5038,382,7151,3703,12784,1945,9119,10003,12847,10650,3606,9670
+,4927,7299,6265,12658,14115,11442,12004,14216,13343,12463,176,14631,7618,4476,6414
-,1995,9123,2779,2018,2960,12137,12562,11594,14631,7080,10529,11801,369,10574,12316
+,14804,12463,1180,3581,1337,6708,1485,9277,1545,10300,10746,8749,3465,2492,2199
+,9975,2603,2767,11923,3741,1629,13360,9519,7992,3059,2295,10600,1824,13373,8180
+,2389,5842,6242,11488,2746,12424,5912,1153,13349,2809,33,2217,947,8184,5848
+,5664,10481,10789,1976,12869,9797,10300,7632,9346,7281,7400,6053,14267,12315,14089
+,14241,6750,10557,5386,8155,511,7492,445,8773,1473,1562,14113,12689,7155,7452
+,13331,2451,7993,8587,3127,981,2116,8142,10728,6398,14943,6585,14894,12273,13087
+,3444,10758,12780,12503,8434,3179,9185,6567,3172,3224,12789,13368,7491,6751,6109
+,6018,1769,5494,10522,2259,14,3009,3513,13620,6401,7073,9200,14830,10968,12870
+,7411,14669,5523,10898,7873,11290,6795,1367,4616,4534,5570,6691,972,8220,12831
+,4952,8515,3233,12531,589,2501,11828,4478,7451,2007,1455,6887,1527,4890,7203
+,5445,7965,9366,12439,14444,11776,13118,3951,11115,6090,6282,13073,10821,12226,13015
+,6798,13318,1525,1448,13657,13795,5171,9682,10994,7590,8353,10799,14182,45,12435
+,5419,9039,13662,8195,8699,7894,1864,11248,10132,953,10531,9719,14171,11227,842
